"Date","PXF.Open","PXF.High","PXF.Low","PXF.Close","PXF.Volume","PXF.Adjusted"
2007-10-17,67.904,67.904,67.447,51.82,4200,39.736713
2007-10-18,67.382,67.525,67.369,51.779999,2100,39.706039
2007-10-19,67.447,67.486,66.652,51.110001,6900,39.192261
2007-10-22,67.212,67.212,65.843,50.82,6600,38.969887
2007-10-23,66.991,67.904,66.991,51.82,10100,39.736713
2007-10-24,67.591,67.591,66.404,51.369999,6300,39.391651
2007-10-25,67.695,67.878,67.343,51.889999,11300,39.790386
2007-10-26,68.321,68.738,68.151,52.650002,14900,40.373169
2007-10-29,69.286,69.377,69.09,53.18,7800,40.779583
2007-10-30,69.051,69.051,68.543,52.779999,10100,40.472862
2007-10-31,69.403,70.042,69.312,53.709999,8800,41.186005
2007-11-01,76.667,76.667,68.373,52.66,27800,40.380825
2007-11-02,69.247,69.286,67.891,52.580002,15200,40.319496
2007-11-05,66.952,67.695,66.952,51.380001,13000,39.399315
2007-11-06,67.721,68.543,67.669,52.41,20500,40.189137
2007-11-07,68.582,68.608,67.747,52.09,5600,39.94376
2007-11-08,68.595,68.595,66.926,51.939999,5700,39.828728
2007-11-09,66.3,73.237,65.582,50.700001,8100,38.877869
2007-11-12,65.661,66.247,65.661,50.610001,4000,38.808853
2007-11-13,66.156,66.873,66.156,51.279999,9900,39.322624
2007-11-14,69.338,69.338,66.873,51.669998,8100,39.621681
2007-11-15,69.86,70.16,65.4,50.150002,14900,38.456127
2007-11-16,65.974,70.16,65.413,50.73,22700,38.900871
2007-11-19,65.191,65.191,64.383,49.549999,12600,37.996025
2007-11-20,65.569,65.7,64.683,50.380001,67800,38.632481
2007-11-21,64.722,64.956,63.913,49.810001,4900,38.195389
2007-11-23,65.648,65.817,65.622,50.470001,1200,38.701496
2007-11-26,65.622,65.804,64.761,49.66,9600,38.080372
2007-11-27,64.291,64.943,64.291,49.700001,9600,38.111042
2007-11-28,66.247,67.121,66.247,51.470001,2600,39.468327
2007-11-29,65.908,66.182,65.856,50.73,17500,38.900871
2007-11-30,68.204,68.204,67.434,51.849998,6200,39.759712
2007-12-03,67.147,67.147,66.665,51.119999,35900,39.199932
2007-12-04,66.508,66.56,66.469,51.009998,5000,39.115582
2007-12-05,67.421,67.721,67.395,51.93,5200,39.82106
2007-12-06,67.173,67.891,67.173,52.060001,15200,39.920753
2007-12-07,67.891,67.969,67.734,52.099998,5700,39.951416
2007-12-10,68.138,68.464,67.982,52.5,6500,40.258141
2007-12-11,68.217,68.282,66.117,51.169998,8900,39.238277
2007-12-12,68.425,68.49,67.669,52.139999,22400,39.98209
2007-12-13,69.156,69.156,65.987,51.299999,5200,39.337967
2007-12-14,65.569,65.674,65.282,50.060001,4500,38.387108
2007-12-17,64.591,64.591,63.444,48.990002,9600,37.566597
2007-12-18,65.074,65.322,64.487,50,53000,38.341091
2007-12-19,64.213,72.494,64.213,55.59,21500,42.627636
2007-12-20,68.034,68.034,64.031,49.5,37100,37.957684
2007-12-21,65.385,65.84,65.385,50.419998,4100,38.741405
2007-12-24,65.072,67.532,65.072,51.889999,55500,39.870941
2007-12-26,65.515,65.619,65.333,50.419998,2300,38.741405
2007-12-27,66.608,66.699,66.179,50.849998,14000,39.071831
2007-12-28,66.491,66.491,65.84,50.59,6700,38.872047
2007-12-31,66.803,66.803,65.476,50.630001,21000,38.902779
2008-01-02,66.426,66.426,64.409,49.790001,2700,38.257347
2008-01-03,64.799,64.825,64.448,49.650002,6500,38.149784
2008-01-04,64.487,64.747,63.289,48.889999,14200,37.565804
2008-01-07,64.266,64.266,63.563,49.200001,5200,37.804001
2008-01-08,64.734,65.046,64.031,49.200001,5900,37.804001
2008-01-09,63.875,63.927,63.068,48.830002,23600,37.519711
2008-01-10,63.107,63.901,63.003,49.099998,7000,37.727165
2008-01-11,64.2,64.2,63.068,48.529999,8500,37.2892
2008-01-14,63.576,63.576,62.444,48.799999,21700,37.496655
2008-01-15,61.871,63.159,61.819,48.529999,34900,37.2892
2008-01-16,65.632,65.632,60.413,46.419998,18100,35.667923
2008-01-17,61.051,61.051,58.799,45.41,8100,34.891869
2008-01-18,59.45,60.921,58.982,45.610001,10400,35.045547
2008-01-22,54.999,58.201,54.036,44.470001,21700,34.169598
2008-01-23,55.676,62.782,54.466,43.700001,22400,33.577961
2008-01-24,58.891,59.88,58.76,45.57,17700,35.014816
2008-01-25,56.834,60.804,56.834,45.139999,23600,34.68441
2008-01-28,59.932,59.932,58.37,45.900002,8500,35.268372
2008-01-29,58.24,59.671,58.24,45.59,13300,35.030178
2008-01-30,59.372,60.166,58.826,45.849998,10000,35.22995
2008-01-31,59.112,60.205,58.071,46.259998,16300,35.544983
2008-02-01,60.648,61.637,60.478,47.119999,25600,36.205788
2008-02-04,62.496,62.535,61.806,48.049999,10700,36.920376
2008-02-05,60.114,60.114,58.826,45.200001,9900,34.730515
2008-02-06,58.552,58.891,58.552,45.139999,3300,34.68441
2008-02-07,58.019,58.149,57.459,44.549999,5300,34.231071
2008-02-08,57.316,57.667,56.561,44.27,10000,34.015926
2008-02-11,57.862,57.862,56.912,44.07,10500,33.862251
2008-02-12,59.541,59.88,58.604,45.68,3500,35.099339
2008-02-13,60.257,60.257,59.008,45.799999,5700,35.191525
2008-02-14,60.452,60.556,59.216,45.73,60500,35.137753
2008-02-15,59.815,64.487,59.58,46.540001,83900,35.760132
2008-02-19,59.711,60.726,59.619,45.810001,4000,35.199215
2008-02-20,58.565,59.906,58.565,45.610001,25800,35.045547
2008-02-21,60.504,60.504,59.047,45.48,4200,34.945652
2008-02-22,59.502,66.4,58.643,45.450001,111200,34.922604
2008-02-25,59.919,60.374,59.463,46.389999,20500,35.644875
2008-02-26,60.075,61.637,60.075,47.130001,20900,36.213482
2008-02-27,61.65,61.975,61.051,47.5,7400,36.497772
2008-02-28,60.83,61.637,60.687,46.919998,34200,36.05212
2008-02-29,60.14,60.426,59.424,45.889999,56600,35.260685
2008-03-03,60.804,60.804,59.984,46.32,4100,35.59108
2008-03-04,58.917,59.125,58.578,45.43,16900,34.907242
2008-03-05,59.684,60.895,59.684,46.389999,22400,35.644875
2008-03-06,60.114,60.114,58.852,45.220001,23300,34.745872
2008-03-07,59.086,59.216,58.695,45.349998,8700,34.845764
2008-03-10,59.645,62.105,58.318,45.009998,68700,34.584511
2008-03-11,59.242,60.322,59.242,46.299999,12300,35.575722
2008-03-12,68.196,68.196,59.893,46.080002,4300,35.406673
2008-03-13,59.151,60.504,59.151,46.23,16400,35.521927
2008-03-14,59.294,59.32,58.904,45.450001,2900,34.922604
2008-03-17,56.04,58.539,56.04,44.509998,19100,34.200333
2008-03-18,59.502,59.554,58.956,45.490002,2400,34.953335
2008-03-19,58.917,58.956,57.459,44.599998,27800,34.269485
2008-03-20,56.909,57.807,56.818,44.450001,3300,34.179516
2008-03-24,57.82,58.054,56.909,44.59,19200,34.287174
2008-03-25,58.769,59.497,58.769,45.689999,24600,35.133011
2008-03-26,59.367,59.692,59.185,45.900002,21800,35.294483
2008-03-27,60.408,60.759,60.108,46.220001,18100,35.540543
2008-03-28,60.759,60.759,59.289,45.59,9400,35.056114
2008-03-31,59.874,60.85,59.25,45.560001,43900,35.033047
2008-04-01,61.396,62.488,61.396,47.66,20900,36.647827
2008-04-02,61.409,62.046,61.396,47.48,6900,36.509418
2008-04-03,60.304,61.942,60.304,47.5,5500,36.524792
2008-04-04,61.838,62.293,61.487,47.869999,9100,36.809299
2008-04-07,62.813,62.813,62.267,47.880001,4700,36.817001
2008-04-08,61.708,61.734,61.162,47.470001,6800,36.501732
2008-04-09,61.5,61.526,60.304,46.98,17100,36.124947
2008-04-10,60.447,61.188,60.434,47.049999,7600,36.178776
2008-04-11,60.043,60.043,59.653,45.869999,12100,35.271431
2008-04-14,60.226,60.317,59.419,45.990002,8100,35.363682
2008-04-15,60.655,60.655,59.666,46.57,20400,35.809673
2008-04-16,62.254,62.605,61.032,48.139999,4400,37.016911
2008-04-17,61.409,61.942,61.409,47.439999,6500,36.478661
2008-04-18,63.451,63.451,63.035,48.66,5600,37.416771
2008-04-21,61.448,62.944,61.448,48.400002,7500,37.216843
2008-04-22,62.202,62.241,61.552,47.560001,9600,36.570942
2008-04-23,61.305,62.293,61.136,47.77,6700,36.732407
2008-04-24,61.708,62.501,61.617,47.759998,24100,36.724716
2008-04-25,62.163,62.709,61.318,47.790001,47200,36.747791
2008-04-28,61.981,63.399,61.981,48.25,7500,37.101498
2008-04-29,62.293,62.397,62.046,47.84,2100,36.786247
2008-04-30,62.215,62.67,62.163,47.799999,6500,36.755474
2008-05-01,62.462,63.113,62.436,48.220001,2300,37.078449
2008-05-02,62.735,63.282,62.423,48.630001,7100,37.393696
2008-05-05,64.244,64.244,63.776,49.299999,5300,37.908894
2008-05-06,63.555,63.789,63.425,49.049999,2300,37.716667
2008-05-07,63.724,63.724,62.475,48.040001,24000,36.940041
2008-05-08,63.516,63.516,62.15,48.5,6000,37.293736
2008-05-09,62.033,62.683,61.682,48.189999,8000,37.05537
2008-05-12,63.516,63.555,62.918,48.549999,18000,37.332191
2008-05-13,63.126,63.282,62.54,48.66,29400,37.416771
2008-05-14,63.334,63.373,63.113,48.630001,6000,37.393696
2008-05-15,63.152,63.841,63.152,49.09,12500,37.747421
2008-05-16,64.179,64.595,64.179,49.639999,12900,38.170319
2008-05-19,65.063,65.063,64.192,49.43,3000,38.008854
2008-05-20,64.686,64.686,63.477,49.07,10200,37.73204
2008-05-21,63.581,63.581,62.696,48.209999,13100,37.070744
2008-05-22,63.334,63.633,63.217,48.73,29700,37.470592
2008-05-23,63.464,63.464,61.851,48.32,65900,37.155331
2008-05-27,62.228,62.866,62.137,48.049999,4900,36.947716
2008-05-28,62.579,62.8,62.072,48.099998,27000,36.986164
2008-05-29,61.773,62.423,61.773,48,20100,36.909264
2008-05-30,62.774,62.813,62.605,48.299999,111400,37.139954
2008-06-02,63.178,63.178,61.604,47.599998,16200,36.601685
2008-06-03,61.929,62.163,61.305,47.349998,14300,36.409451
2008-06-04,61.487,61.552,61.123,47.099998,36300,36.217216
2008-06-05,61.396,62.176,61.396,47.790001,25200,36.747791
2008-06-06,61.344,61.344,60.213,46.450001,30700,35.717403
2008-06-09,60.733,60.993,60.226,46.580002,21300,35.817371
2008-06-10,59.562,59.913,59.523,45.919998,12200,35.309868
2008-06-11,59.055,59.055,58.067,45.07,61100,34.656265
2008-06-12,58.418,58.912,58.418,44.98,16600,34.587055
2008-06-13,59.172,59.172,58.522,45.41,2700,34.917706
2008-06-16,59.107,59.276,58.938,45.32,5800,34.848495
2008-06-17,59.965,60.46,59.705,46.130001,20700,35.471333
2008-06-18,58.86,58.951,58.457,45.189999,30800,34.748535
2008-06-19,58.405,58.86,58.262,45.200001,14200,34.756233
2008-06-20,57.673,57.673,55.984,43.689999,6800,33.892811
2008-06-23,55.945,56.461,55.765,43.290001,16200,33.582508
2008-06-24,55.816,56.835,54.373,43.380001,23900,33.652321
2008-06-25,55.855,57.067,55.855,44.139999,10100,34.24189
2008-06-26,56.706,56.706,55.017,42.68,16500,33.109299
2008-06-27,55.378,55.804,54.785,42.900002,24600,33.279957
2008-06-30,55.662,55.958,55.546,43.299999,6700,33.590275
2008-07-01,54.747,54.863,53.986,42.560001,5400,33.016201
2008-07-02,55.314,55.314,54.875,42.799999,8800,33.202381
2008-07-03,54.592,54.656,54.012,41.900002,4300,32.504211
2008-07-07,53.341,54.708,53.341,41.84,21800,32.457664
2008-07-08,53.522,54.695,53.522,42.43,35900,32.915363
2008-07-09,55.765,55.765,53.78,41.720001,55700,32.364574
2008-07-10,54.54,54.54,53.793,42.09,4300,32.651611
2008-07-11,52.8,55.43,52.207,41.439999,36900,32.14735
2008-07-14,53.419,53.457,53.122,41.400002,2000,32.116341
2008-07-15,52.052,52.929,51.975,40.720001,9500,31.588808
2008-07-16,52.272,53.032,52.027,41.130001,3900,31.906879
2008-07-17,54.141,54.94,54.115,42.27,7800,32.791237
2008-07-18,54.85,55.662,54.734,42.52,24300,32.985172
2008-07-21,55.507,55.829,55.043,43,63200,33.357529
2008-07-22,54.502,55.301,54.463,42.900002,17800,33.279957
2008-07-23,56.474,56.474,55.584,43.43,17500,33.691116
2008-07-24,55.945,55.945,54.772,42.5,11000,32.969658
2008-07-25,55.468,55.468,54.566,42.5,21500,32.969658
2008-07-28,54.695,54.695,54.012,41.900002,9200,32.504211
2008-07-29,54.437,54.502,53.767,41.98,19100,32.566265
2008-07-30,54.785,54.785,54.102,42.48,34900,32.95414
2008-07-31,54.631,54.914,54.141,42.07,25400,32.636086
2008-08-01,54.089,54.141,53.586,41.700001,19300,32.34906
2008-08-04,54.115,54.115,53.084,41.220001,16000,31.976688
2008-08-05,54.063,54.308,53.341,42.130001,37500,32.682629
2008-08-06,54.399,54.411,53.664,41.889999,29200,32.496441
2008-08-07,53.483,54.747,53.483,41.490002,20300,32.186138
2008-08-08,52.813,53.922,52.813,41.82,44800,32.442139
2008-08-11,54.012,54.321,53.818,42.139999,11400,32.690388
2008-08-12,53.548,53.548,52.697,40.900002,56600,31.728449
2008-08-13,52.117,52.413,51.55,40.52,11700,31.433662
2008-08-14,51.795,52.362,51.795,40.18,7300,31.169905
2008-08-15,51.55,51.756,51.24,39.759998,5900,30.844086
2008-08-18,52.246,52.246,51.24,40.32,3700,31.278513
2008-08-19,50.97,50.97,50.067,39.150002,32000,30.370872
2008-08-20,50.402,50.944,50.402,39.279999,14700,30.47172
2008-08-21,49.913,51.498,49.913,39.68,25000,30.782026
2008-08-22,51.743,51.807,51.459,40.119999,12300,31.123356
2008-08-25,50.531,51.343,50.299,39.349998,17400,30.526018
2008-08-26,49.655,51.292,49.655,39.66,34400,30.766514
2008-08-27,52.207,52.207,50.506,39.689999,8200,30.78978
2008-08-28,52.117,52.529,52.052,40.75,8600,31.61208
2008-08-29,52.362,52.516,52.027,40.540001,13600,31.449177
2008-09-02,53.213,53.213,51.756,40.150002,23200,31.146639
2008-09-03,50.325,51.369,50.325,39.790001,12400,30.867367
2008-09-04,50.377,51.176,48.959,38.290001,9600,29.703716
2008-09-05,48.675,49.088,48.636,38,9600,29.478752
2008-09-08,49.861,50.506,49.449,38.610001,6900,29.951962
2008-09-09,49.913,50.183,48.74,38.240002,10900,29.664938
2008-09-10,49.487,49.848,49.062,38.599998,20500,29.944212
2008-09-11,48.469,48.559,47.876,37.610001,12700,29.176212
2008-09-12,49.1,49.745,47.038,38.59,52300,29.936453
2008-09-15,47.476,47.76,47.025,36.48,28400,28.299603
2008-09-16,46.986,47.206,45.736,35.990002,25800,27.919485
2008-09-17,46.368,46.368,44.834,35.43,28600,27.485062
2008-09-18,46.02,47.412,44.473,36.779999,25500,28.53233
2008-09-19,51.15,51.163,49.577,39.669998,22300,30.774258
2008-09-22,50.441,50.454,45.272,38.150002,6800,29.595116
2008-09-23,48.623,48.881,47.889,37.779999,2700,29.30809
2008-09-24,48.688,48.727,48.417,37.68,21900,29.230516
2008-09-25,49.629,49.797,49.01,38.34,9600,29.742516
2008-09-26,49.049,49.242,48.185,38.169998,3900,29.610636
2008-09-29,46.187,46.187,43.132,33.799999,24900,26.220573
2008-09-30,44.511,45.994,44.511,35.630001,14600,27.640215
2008-10-01,46.032,46.032,44.679,35.16,21000,27.2756
2008-10-02,44.524,44.524,42.758,33.380001,41100,25.894756
2008-10-03,43.351,45.375,43.351,34.23,23400,26.554152
2008-10-06,42.23,42.23,35.552,30.5,52800,23.660578
2008-10-07,41.211,42.372,38.543,30,49900,23.272699
2008-10-08,37.654,38.943,36.996,29.01,40000,22.504702
2008-10-09,39.226,39.716,35.797,27.77,18700,21.542761
2008-10-10,32.484,37.138,31.956,26.379999,42400,20.46446
2008-10-13,37.086,41.25,37.086,29.6,139000,22.962399
2008-10-14,46.393,46.393,38.221,30.49,21500,23.652821
2008-10-15,37.847,37.886,35.527,27.59,29900,21.40313
2008-10-16,35.875,37.022,34.018,28.719999,64900,22.27973
2008-10-17,34.044,38.027,34.044,27.98,92500,21.705673
2008-10-20,53.122,53.122,37.306,29.57,8400,22.939125
2008-10-21,36.635,37.215,35.913,28.360001,11000,22.000463
2008-10-22,35.578,36.48,33.322,25.85,24900,20.053316
2008-10-23,33.413,36.429,33.103,26.790001,85000,20.782522
2008-10-24,30.293,48.134,29.777,25.469999,42100,19.758518
2008-10-27,30.68,33.168,30.68,25.139999,187300,19.502525
2008-10-28,32.639,40.386,31.273,26.6,30300,20.635124
2008-10-29,34.25,37.77,34.25,27.6,10800,21.410885
2008-10-30,37.499,37.499,35.269,28.02,81900,21.7367
2008-10-31,35.256,37.293,35.256,28.389999,93700,22.023733
2008-11-03,36.764,37.138,36.287,28.34,48800,21.984947
2008-11-04,38.543,39.432,37.718,30.25,36600,23.466639
2008-11-05,37.525,39.574,36.738,28.66,12400,22.233187
2008-11-06,37.344,37.344,34.714,26.93,66000,20.891125
2008-11-07,36.983,36.983,36.274,28.459999,28400,22.078037
2008-11-10,38.066,38.066,35.462,27.879999,64000,21.628094
2008-11-11,34.534,34.818,33.58,26.549999,44400,20.596336
2008-11-12,33.4,34.006,32.278,25.040001,39900,19.424948
2008-11-13,32.613,35.423,32.252,27.48,25300,21.317787
2008-11-14,34.25,35.153,33.696,26.389999,64000,20.472216
2008-11-17,32.175,33.928,32.175,25.4,29400,19.704218
2008-11-18,33.309,33.309,31.84,25.459999,52000,19.750761
2008-11-19,32.871,33.013,30.551,23.700001,25000,18.385433
2008-11-20,29.868,31.324,28.978,22.879999,27300,17.749313
2008-11-21,30.525,30.525,28.952,23.68,51000,18.369919
2008-11-24,36.7,36.7,29.545,26.139999,80600,20.278278
2008-11-25,33.967,33.967,32.755,26.059999,49700,20.216217
2008-11-26,33.58,34.495,32.742,25.799999,61200,20.014521
2008-11-28,34.431,34.74,33.477,26.49,23700,20.549795
2008-12-01,33.632,33.632,30.332,24.07,194300,18.672466
2008-12-02,32.304,33.619,32.304,26.01,72200,20.177429
2008-12-03,32.497,34.676,32.265,26.02,53300,20.18519
2008-12-04,33.387,37.37,31.698,25.559999,104100,19.828344
2008-12-05,31.453,33.052,30.86,25.639999,267100,19.8904
2008-12-08,34.431,37.886,32.845,27.48,175300,21.317787
2008-12-09,34.47,35.372,33.838,26.639999,223200,20.666153
2008-12-10,34.947,35.011,33.89,26.639999,114800,20.666153
2008-12-11,35.075,35.346,34.289,26.83,58900,20.813549
2008-12-12,34.534,35.23,34.225,27.24,28100,21.131613
2008-12-15,35.127,35.127,34.044,27,24900,20.945431
2008-12-16,35.269,36.622,34.843,28.41,73900,22.039251
2008-12-17,35.965,37.164,35.694,28.6,79600,22.186644
2008-12-18,36.893,36.893,34.702,27.25,82100,21.139368
2008-12-19,34.614,37.1,33.676,26.709999,85000,21.058168
2008-12-22,33.447,36.758,32.42,25.969999,119700,20.474751
2008-12-23,34.183,34.209,32.953,26.549999,75500,20.932018
2008-12-24,33.511,34.12,33.511,26.9,21600,21.20796
2008-12-26,34.361,34.361,33.067,26.549999,14300,20.932018
2008-12-29,34.221,34.488,33.879,27.15,32200,21.405062
2008-12-30,34.932,38.686,34.323,27.940001,159700,22.027897
2008-12-31,35.452,36.048,32.141,28.42,25100,22.406328
2009-01-02,35.464,35.934,35.261,28.059999,48400,22.122503
2009-01-05,36.783,36.783,35.147,27.959999,98500,22.043663
2009-01-06,35.528,35.857,35.337,27.99,120500,22.067316
2009-01-07,35.109,35.464,34.754,27.959999,16200,22.043663
2009-01-08,35.756,35.756,35.16,28.16,17900,22.20134
2009-01-09,35.49,35.49,34.754,27.43,6100,21.625809
2009-01-12,34.361,34.361,33.536,26.76,10900,21.097582
2009-01-13,33.105,33.194,32.775,25.93,8400,20.443211
2009-01-14,32.268,32.268,31.19,24.59,34900,19.386753
2009-01-15,31.456,31.875,30.251,24.9,65100,19.631161
2009-01-16,32.065,32.065,31.19,24.959999,8600,19.678463
2009-01-20,30.568,30.568,29.427,23.200001,11800,18.29088
2009-01-21,29.947,30.53,29.566,24.07,8300,18.976789
2009-01-22,30.01,30.327,29.401,23.620001,16900,18.622011
2009-01-23,29.097,29.947,28.869,23.610001,17600,18.614124
2009-01-26,30.619,30.822,30.226,24.15,6000,19.03986
2009-01-27,31.038,31.177,30.898,24.57,4500,19.370989
2009-01-28,32.217,32.293,31.342,24.93,180100,19.654814
2009-01-29,31.076,31.076,30.289,23.950001,11600,18.882177
2009-01-30,30.67,30.809,29.959,23.709999,10800,18.692961
2009-02-02,29.439,29.782,29.262,23.450001,39500,18.487984
2009-02-03,29.782,30.86,29.782,24.139999,12300,19.031975
2009-02-04,30.327,31.202,30.327,24.139999,36200,19.031975
2009-02-05,30.036,31.266,30.036,24.52,6700,19.331568
2009-02-06,31.443,32.027,31.418,24.969999,17400,19.686348
2009-02-09,31.722,32.002,31.596,25.01,5500,19.717884
2009-02-10,30.873,30.873,29.921,23.809999,15400,18.771805
2009-02-11,30.518,30.53,30.188,24.01,14700,18.92948
2009-02-12,29.528,30.365,29.528,23.940001,12300,18.874296
2009-02-13,30.34,30.936,30.188,24.09,138300,18.992559
2009-02-17,29.16,29.756,28.222,22.83,304800,17.999172
2009-02-18,28.742,28.856,28.475,22.719999,85400,17.912447
2009-02-19,29.566,29.566,28.437,22.469999,45000,17.715349
2009-02-20,27.397,28.26,26.636,22.049999,68500,17.384218
2009-02-23,28.158,28.602,26.928,21.27,12000,16.769266
2009-02-24,26.725,27.968,26.725,21.99,15300,17.336918
2009-02-25,27.626,27.651,26.89,21.799999,11600,17.187117
2009-02-26,27.79,28.031,27.106,21.48,9200,16.93483
2009-02-27,26.852,27.385,26.763,21.23,22200,16.737736
2009-03-02,26.306,26.306,25.19,19.91,61800,15.697043
2009-03-03,25.457,25.698,24.15,19.889999,49100,15.681275
2009-03-04,25.761,26.649,25.736,20.809999,34300,16.406599
2009-03-05,25.19,25.507,24.759,19.52,28300,15.389571
2009-03-06,25.038,25.609,24.455,19.66,11100,15.499944
2009-03-09,24.011,24.924,24.011,19.059999,20700,15.026903
2009-03-10,24.924,26.078,24.924,20.559999,11000,16.209507
2009-03-11,26.319,26.319,25.939,20.620001,14200,16.256809
2009-03-12,26.23,26.941,25.786,21.139999,30000,16.666777
2009-03-13,27.245,27.245,26.598,21.440001,11300,16.903299
2009-03-16,27.727,28.133,27.423,21.620001,8200,17.045206
2009-03-17,27.359,28.12,27.321,22.17,6600,17.478828
2009-03-18,27.867,29.262,27.486,22.809999,14200,17.983402
2009-03-19,30.099,32.737,29.236,23.049999,7500,18.172621
2009-03-20,29.11,29.11,28.349,22.51,127000,17.746881
2009-03-23,28.539,32.179,27.905,24.040001,114800,18.953135
