"Date","VNQ.Open","VNQ.High","VNQ.Low","VNQ.Close","VNQ.Volume","VNQ.Adjusted"
2007-08-01,100.943,102.729,98.909,65.949997,202500,42.473568
2007-08-02,103.319,104.188,102.542,67.040001,545600,43.175556
2007-08-03,103.552,103.629,100.073,64.449997,169300,41.50753
2007-08-06,101.316,103.567,98.676,66.699997,333300,42.956581
2007-08-07,102.387,105.058,101.502,67.07,233700,43.194893
2007-08-08,104.794,108.52,104.328,69.720001,293500,44.901566
2007-08-09,106.16,108.893,102.185,68.949997,453700,44.405647
2007-08-10,104.934,107.03,103.784,66.870003,193700,43.066074
2007-08-13,103.645,105.166,103.334,66.550003,178000,42.859993
2007-08-14,103.412,103.412,100.229,64.639999,440600,41.629902
2007-08-15,99.934,103.008,98.676,63.549999,629200,40.927898
2007-08-16,98.428,102.635,97.853,66.099998,472100,42.570171
2007-08-17,105.229,107.837,103.288,67.599998,517700,43.536213
2007-08-20,104.809,107.061,104.421,68.839996,367800,44.334812
2007-08-21,106.253,107.977,105.989,69.160004,250600,44.540901
2007-08-22,108.691,109.374,107.433,70,274700,45.081882
2007-08-23,108.691,108.955,106.704,68.800003,277300,44.309044
2007-08-24,107.325,107.604,105.974,69.169998,240900,44.547333
2007-08-27,106.797,106.983,105.073,67.669998,205100,43.581291
2007-08-28,104.778,104.778,101.859,65.599998,195400,42.248154
2007-08-29,102.496,105.586,102.496,68,239200,43.793827
2007-08-30,103.163,106.238,103.163,68.349998,269100,44.01923
2007-08-31,107.201,109.126,106.61,69.480003,1092000,44.746983
2007-09-04,107.93,110.244,107.573,70.400002,359600,45.339497
2007-09-05,108.225,108.489,106.626,68.709999,255600,44.251083
2007-09-06,107.356,107.806,106.098,69.32,181800,44.643951
2007-09-07,105.772,106.3,104.902,67.650002,330200,43.56842
2007-09-10,105.663,106.052,103.365,66.949997,188200,43.117588
2007-09-11,104.825,106.114,104.809,68.339996,369400,44.012798
2007-09-12,105.632,106.579,105.275,67.940002,107200,43.755169
2007-09-13,106.315,108.381,106.129,69.470001,133700,44.740543
2007-09-14,106.75,108.567,106.145,69.919998,427500,45.03035
2007-09-17,108.086,108.443,107.138,69.410004,107500,44.7019
2007-09-18,108.396,111.61,107.977,71.879997,154600,46.292648
2007-09-19,111.874,114.048,111.874,73.230003,200400,47.162102
2007-09-20,112.992,112.992,110.756,71.330002,498400,45.93845
2007-09-21,111.734,112.107,111.3,71.839996,82600,46.266884
2007-09-24,109.726,111.34,109.48,72.449997,131500,47.144032
2007-09-25,110.064,110.064,108.573,70.650002,380800,45.972763
2007-09-26,109.557,110.156,108.881,71.68,155900,46.643005
2007-09-27,110.694,111.002,110.095,72.230003,141200,47.000896
2007-09-28,110.602,110.602,109.572,71.459999,174800,46.499847
2007-10-01,110.802,112.492,110.786,73.199997,884900,47.632084
2007-10-02,113.015,114.536,112.8,74.529999,205200,48.49752
2007-10-03,114.014,114.459,113.353,74.169998,168300,48.263271
2007-10-04,114.352,115.151,113.337,74.93,136300,48.757809
2007-10-05,115.627,117.856,114.797,76.690002,266300,49.90308
2007-10-08,115.996,116.396,115.55,75.239998,140900,48.95953
2007-10-09,115.95,116.918,114.705,76.080002,159300,49.506115
2007-10-10,116.918,117.072,115.627,75.550003,187600,49.161243
2007-10-11,117.364,117.533,115.351,75.25,111800,48.966049
2007-10-12,116.027,116.303,114.552,74.540001,129500,48.50404
2007-10-15,114.644,115.013,112.139,73.139999,205100,47.593029
2007-10-16,112.016,112.246,110.71,72.25,205800,47.013893
2007-10-17,111.939,113.906,108.42,72.139999,263900,46.942322
2007-10-18,110.003,112.016,108.835,72.160004,134000,46.955341
2007-10-19,110.218,110.218,106.176,69.089996,184500,44.957645
2007-10-22,106.176,108.958,105.669,70.900002,246600,46.135441
2007-10-23,109.803,110.11,108.143,71.650002,185500,46.623486
2007-10-24,109.265,109.265,106.591,70.449997,370600,45.842617
2007-10-25,109.634,109.972,107.498,70.599998,310000,45.940231
2007-10-26,109.972,110.756,108.235,71.669998,144600,46.63649
2007-10-29,110.095,110.356,108.343,70.5,133200,45.875156
2007-10-30,108.927,110.448,108.927,71.470001,178600,46.506355
2007-10-31,110.525,112.123,108.773,72.959999,263600,47.475918
2007-11-01,109.357,109.603,106.883,69.550003,278700,45.256985
2007-11-02,107.467,107.467,103.886,68.559998,306500,44.612789
2007-11-05,103.733,105.193,103.348,67.57,309000,43.968586
2007-11-06,103.287,105.146,102.841,68.419998,212600,44.521687
2007-11-07,102.933,104.347,101.566,66.290001,495200,43.135666
2007-11-08,102.411,103.087,100.475,66.489998,294100,43.265804
2007-11-09,101.074,102.98,100.659,65.949997,247200,42.914429
2007-11-12,101.566,104.025,101.243,66.709999,277800,43.408966
2007-11-13,102.503,105.915,102.503,68.919998,175900,44.847027
2007-11-14,107.605,107.605,103.763,67.519997,311500,43.936035
2007-11-15,104.071,104.562,102.196,67.400002,342800,43.857948
2007-11-16,104.793,104.854,101.135,66.139999,361500,43.038063
2007-11-19,101.427,101.427,99.43,64.699997,316900,42.101025
2007-11-20,100.505,101.381,95.895,63.450001,482500,41.287643
2007-11-21,96.464,98.016,95.726,63.009998,339000,41.001312
2007-11-23,98.784,99.798,97.847,64.25,164500,41.808224
2007-11-26,99.814,99.814,94.005,61.169998,221400,39.804016
2007-11-27,95.495,96.248,93.897,62.599998,291100,40.734543
2007-11-28,97.57,100.429,97.57,65.349998,302100,42.523987
2007-11-29,100.352,100.521,98.139,64.300003,152400,41.840748
2007-11-30,100.966,102.872,100.26,66.050003,275600,42.979485
2007-12-03,101.827,101.827,99.522,65.339996,423300,42.517479
2007-12-04,100.413,100.413,97.708,63.580002,299200,41.372231
2007-12-05,99.691,101.043,98.83,65.720001,223800,42.764755
2007-12-06,100.997,104.424,100.797,67.809998,180600,44.124733
2007-12-07,104.501,105.454,103.733,67.57,264100,43.968586
2007-12-10,103.902,106.069,103.364,69.019997,248200,44.912098
2007-12-11,106.499,107.067,100.398,65.379997,280600,42.543514
2007-12-12,103.902,103.917,99.184,65.160004,416500,42.400356
2007-12-13,99.814,100.044,97.632,64.419998,318400,41.918831
2007-12-14,97.094,99.921,96.31,62.799999,922900,40.864674
2007-12-17,95.618,95.649,93.528,60.860001,509100,39.60231
2007-12-18,95.081,95.664,92.222,61.799999,494100,40.213978
2007-12-19,95.188,95.941,94.343,62.43,370500,40.623909
2007-12-20,93.854,93.854,91.571,61.16,998500,40.454594
2007-12-21,92.856,94.277,92.856,62.360001,374200,41.248337
2007-12-24,94.292,97.588,94.292,64.379997,121700,42.584465
2007-12-26,96.53,96.711,95.32,63.310001,371900,41.876705
2007-12-27,95.124,95.547,93.249,62.049999,353800,41.043278
2007-12-28,93.793,94.489,91.586,60.959999,395000,40.322285
2007-12-31,92.705,93.325,91.51,61.459999,335800,40.653023
2008-01-02,92.916,93.763,91.314,61.27,5341700,40.527351
2008-01-03,94.065,94.065,89.228,59.360001,259300,39.263958
2008-01-04,89.832,89.832,85.962,56.950001,382300,37.669872
2008-01-07,86.219,87.474,84.632,57.48,668600,38.020424
2008-01-08,87.081,89.364,83.755,55.490002,646700,36.704136
2008-01-09,84.208,85.372,80.928,56.470001,534600,37.352367
2008-01-10,85.206,88.139,82.969,57.34,717000,37.927841
2008-01-11,87.519,88.018,84.465,57.349998,558300,37.934433
2008-01-14,87.413,88.32,84.405,57.110001,399900,37.7757
2008-01-15,85.01,85.418,83.694,55.950001,542700,37.008404
2008-01-16,83.468,86.914,83.468,56.59,621800,37.431728
2008-01-17,85.811,86.4,84.087,55.82,700400,36.922413
2008-01-18,85.04,85.826,81.941,55.080002,880900,36.43293
2008-01-22,83.105,86.839,80.625,56.400002,925800,37.306061
2008-01-23,84.208,93.355,84.208,61.75,1329400,40.844841
2008-01-24,93.446,95.396,90.18,60.299999,755600,39.885738
2008-01-25,92.266,93.128,89.726,59.950001,690400,39.654228
2008-01-28,90.694,93.703,89.333,61.98,814200,40.996979
2008-01-29,93.551,94.338,92.115,61.419998,532400,40.626556
2008-01-30,92.629,94.292,90.331,59.779999,589500,39.541779
2008-01-31,90.044,93.279,89.258,60.98,743400,40.335526
2008-02-01,92.75,96.182,92.508,63.529999,848600,42.022232
2008-02-04,95.955,95.955,93.657,62.869999,520000,41.58567
2008-02-05,93.4,94.776,91.692,60.650002,711000,40.117241
2008-02-06,92.342,92.599,89.983,59.66,558000,39.462402
2008-02-07,89.923,92.327,89.197,61.07,462600,40.395054
2008-02-08,92.115,92.115,88.26,59.119999,837500,39.105213
2008-02-11,89.379,90.482,87.187,57.919998,720200,38.311478
2008-02-12,88.154,90.497,88.154,59.57,902800,39.402882
2008-02-13,91.903,91.903,89.167,60.040001,814900,39.713757
2008-02-14,90.739,91.843,89.046,58.919998,1046100,38.972923
2008-02-15,88.744,89.817,87.837,59.400002,1150900,39.290424
2008-02-19,92.448,92.448,88.154,59.25,1076500,39.191208
2008-02-20,87.912,90.256,87.837,59.619999,1518700,39.435947
2008-02-21,90.83,91.223,87.685,58,1092300,38.364388
2008-02-22,89.167,90.165,87.277,59.639999,1063400,39.449177
2008-02-25,91.405,92.916,89.061,61.459999,984800,40.653023
2008-02-26,92.977,93.672,91.707,61.450001,889100,40.64642
2008-02-27,92.72,93.627,91.858,61.16,447800,40.454594
2008-02-28,92.085,92.085,90.558,59.900002,627800,39.621147
2008-02-29,90.467,90.513,88.925,59.040001,556600,39.052303
2008-03-03,89.243,90.21,88.154,59.450001,629500,39.323486
2008-03-04,88.668,90.225,87.958,58.889999,517100,38.953075
2008-03-05,88.744,90.815,88.744,59.700001,558300,39.488865
2008-03-06,90.452,90.452,86.098,56.98,535000,37.689709
2008-03-07,86.249,88.033,85.025,57.91,636400,38.304859
2008-03-10,87.897,87.973,85.902,57.09,752200,37.762466
2008-03-11,88.955,91.919,87.595,60.799999,577700,40.216457
2008-03-12,91.344,93.052,89.983,59.52,363400,39.369793
2008-03-13,89.515,91.783,87.323,60.220001,503300,39.832817
2008-03-14,92.629,92.629,87.67,59,615900,39.025848
2008-03-17,88.411,90.301,87.791,59.360001,1021200,39.263958
2008-03-18,92.523,93.733,90.467,61.970001,774700,40.990364
2008-03-19,93.325,95.245,92.977,61.5,372600,40.679478
2008-03-20,93.355,96.832,93.143,63.549999,531200,42.035473
2008-03-24,98.404,99.175,97.225,64.980003,384200,42.981342
2008-03-25,97.67,98.09,95.599,64.650002,752900,43.091324
2008-03-26,96.049,96.619,94.879,63.41,437000,42.264812
2008-03-27,97.715,97.715,94.144,62.889999,673300,41.918232
2008-03-28,96.68,96.68,93.019,62.150002,491400,41.424976
2008-03-31,94.774,95.764,93.169,62.389999,409000,41.584953
2008-04-01,95.629,98.93,94.924,65.940002,3876600,43.951149
2008-04-02,99.23,99.35,97.19,65.620003,483400,43.737858
2008-04-03,98.96,100.7,97.82,67.120003,508900,44.737652
2008-04-04,101.54,101.54,98.9,66.059998,1124600,44.031132
2008-04-07,100.805,100.805,98.15,65.449997,681300,43.624542
2008-04-08,98.96,98.96,97.52,65.360001,452500,43.564564
2008-04-09,97.895,98.165,95.569,63.720001,515900,42.471447
2008-04-10,95.569,97.175,94.864,64.339996,576600,42.884697
2008-04-11,95.209,96.544,94.999,63.549999,422300,42.358128
2008-04-14,95.089,96.259,94.639,63.18,410800,42.111511
2008-04-15,95.449,95.869,94.639,63.82,218700,42.538101
2008-04-16,97.01,99.635,96.379,66.410004,358200,44.264416
2008-04-17,99.035,100.025,98.24,66.650002,400600,44.424381
2008-04-18,101.435,101.825,99.2,66.269997,814400,44.171108
2008-04-21,99.56,99.575,98.33,65.779999,307700,43.844494
2008-04-22,98.63,98.975,97.655,65.620003,522800,43.737858
2008-04-23,98.45,100.34,98.105,66.440002,693300,44.28442
2008-04-24,99.83,102.021,99.5,67.760002,886400,45.164223
2008-04-25,103.236,103.236,101.12,68.139999,454400,45.417519
2008-04-28,102.546,102.546,101.345,68.050003,699600,45.357529
2008-04-29,101.105,101.961,100.385,67.309998,806100,44.864296
2008-04-30,101.855,101.991,99.305,66.370003,629600,44.237766
2008-05-01,99.695,101.72,98.9,67.800003,780200,45.190907
2008-05-02,103.101,103.101,100.97,67.739998,1311800,45.150887
2008-05-05,101.585,101.63,100.37,67.550003,295500,45.024265
2008-05-06,102.081,102.096,100.205,68.019997,336800,45.337521
2008-05-07,101.931,102.021,98.9,66.169998,496200,44.104446
2008-05-08,100.28,100.28,97.97,65.769997,419100,43.837837
2008-05-09,98.57,99.155,97.625,65.410004,342300,43.597878
2008-05-12,98.435,100.49,98.18,66.980003,287700,44.644341
2008-05-13,100.88,100.97,99.695,67.25,307100,44.824303
2008-05-14,101.855,102.081,101.105,67.669998,297000,45.104259
2008-05-15,101.811,102.756,100.835,68.489998,415000,45.650803
2008-05-16,102.771,102.771,101.465,68.129997,323800,45.410847
2008-05-19,102.261,102.801,101.42,68.239998,256700,45.484169
2008-05-20,101.63,101.796,100.145,67.32,1419600,44.87096
2008-05-21,100.79,101.54,98.105,65.699997,3444000,43.791183
2008-05-22,98.06,98.615,97.46,65.139999,3545600,43.417915
2008-05-23,97.49,97.64,96.784,64.830002,311300,43.211296
2008-05-27,97.295,98.945,97.295,65.720001,370600,43.804512
2008-05-28,99.305,99.32,98.165,65.830002,199800,43.877831
2008-05-29,98.735,99.86,98.405,66.540001,726700,44.35107
2008-05-30,100.445,100.445,98.825,66.230003,304700,44.144444
2008-06-02,100.025,100.025,96.98,65.120003,338500,43.404591
2008-06-03,98.255,98.555,97.145,65.550003,410000,43.691204
2008-06-04,97.955,99.635,97.715,65.889999,323800,43.91782
2008-06-05,99.515,101.15,99.2,67.400002,218100,44.92429
2008-06-06,100.58,100.58,96.86,64.580002,595100,43.044659
2008-06-09,97.31,98.045,94.774,63.299999,412100,42.19149
2008-06-10,94.639,95.734,93.364,63.330002,378600,42.211502
2008-06-11,95.524,96.004,93.454,62.369999,269600,41.571621
2008-06-12,94.399,95.419,93.139,63.009998,335700,41.998207
2008-06-13,95.044,96.109,93.799,64.059998,301900,42.698059
2008-06-16,95.614,97.43,95.269,64.910004,256900,43.264622
2008-06-17,97.88,97.88,94.414,63.07,232400,42.038197
2008-06-18,94.444,94.444,92.479,62.139999,229400,41.418327
2008-06-19,93.094,95.389,92.599,63.580002,792100,42.378143
2008-06-20,94.339,94.549,92.689,62.150002,271400,41.424976
2008-06-23,93.889,93.904,90.933,60.610001,271800,40.398529
2008-06-24,88.3,89.825,87.5,59.849998,964300,40.424191
2008-06-25,88.863,91.468,88.863,60.830002,1119900,41.086109
2008-06-26,90.906,90.921,86.953,58.799999,476900,39.714996
2008-06-27,87.264,87.663,85.635,58.34,1234000,39.404297
2008-06-30,86.227,87.663,85.472,58.419998,1266500,39.458336
2008-07-01,84.228,87.115,84.036,58.369999,2001800,39.424576
2008-07-02,86.553,86.849,84.924,57.650002,2487500,38.938267
2008-07-03,85.472,85.709,84.154,57.060001,2056800,38.539761
2008-07-07,84.924,85.368,82.259,55.779999,2200300,37.675209
2008-07-08,82.763,88.759,82.052,59.939999,4736200,40.484982
2008-07-09,90.861,90.861,81.904,55.849998,2749200,37.7225
2008-07-10,82.437,84.939,81.549,56.93,2237100,38.451954
2008-07-11,82.185,85.798,81.889,56.650002,4163200,38.26284
2008-07-14,84.006,85.561,80.601,54.68,3855400,36.932232
2008-07-15,80.527,82.837,78.75,54.150002,6946000,36.574276
2008-07-16,80.127,86.02,79.269,58.099998,4768500,39.242203
2008-07-17,86.02,87.397,83.799,58.799999,8110000,39.714996
2008-07-18,86.879,87.338,85.65,58.900002,4488700,39.782543
2008-07-21,87.16,87.856,86.449,59.34,3129700,40.079739
2008-07-22,86.879,90.358,86.109,60.93,6480900,41.153656
2008-07-23,89.277,93.571,89.277,62.650002,5532900,42.31538
2008-07-24,93.245,93.245,86.153,58.5,2615400,39.512367
2008-07-25,87.515,89.129,86.39,59.459999,4093000,40.160778
2008-07-28,88.537,89.336,85.635,58.490002,1083800,39.505623
2008-07-29,86.479,90.772,86.272,61.209999,2094600,41.342781
2008-07-30,93.511,93.511,87.589,61,4018500,41.200939
2008-07-31,89.795,90.343,87.885,60.240002,2728100,40.687607
2008-08-01,89.233,89.44,87.012,60.290001,3156300,40.721386
2008-08-04,88.848,89.025,87.426,59.41,3286600,40.12701
2008-08-05,88.389,92.075,88.063,62.080002,2620900,41.930393
2008-08-06,91.365,91.883,90.136,61.779999,2221000,41.727764
2008-08-07,90.55,90.847,88.285,60.150002,2783500,40.626816
2008-08-08,89.025,93.067,88.611,61.900002,2850800,41.808815
2008-08-11,92.668,95.525,91.705,63.900002,5189800,43.15966
2008-08-12,95.11,95.11,91.32,62.470001,4389300,42.193806
2008-08-13,91.809,91.972,90.003,61.560001,4023000,41.579178
2008-08-14,90.639,92.771,90.239,62.549999,4712900,42.247837
2008-08-15,92.86,93.748,91.572,62.459999,2975400,42.187061
2008-08-18,92.608,92.771,89.736,61.599998,3402800,41.606182
2008-08-19,89.736,89.751,87.93,60.080002,4193500,40.579544
2008-08-20,89.055,89.47,87.086,60.169998,4381400,40.640331
2008-08-21,87.989,88.122,86.908,59.099998,3852600,39.917625
2008-08-22,87.737,90.476,87.737,61.110001,2729600,41.275227
2008-08-25,90.373,90.758,87.338,59.259998,1789900,40.025703
2008-08-26,86.434,88.774,86.434,59.959999,2080500,40.498489
2008-08-27,89.396,89.662,87.871,60.560001,1627200,40.903748
2008-08-28,89.795,91.957,89.47,62.099998,1363600,41.943897
2008-08-29,91.276,92.164,90.313,61.669998,1347300,41.653469
2008-09-02,91.794,93.452,90.18,62.07,2444100,41.92363
2008-09-03,91.779,93.349,91.172,63.049999,2689600,42.58556
2008-09-04,92.327,92.86,90.491,61.279999,2620000,41.39006
2008-09-05,89.751,90.846,88.655,61.290001,3785300,41.396809
2008-09-08,94,94.814,92.164,63.939999,3510900,43.186676
2008-09-09,94.133,94.933,90.402,61.549999,3092300,41.572414
2008-09-10,91.602,92.135,89.366,61.66,3161300,41.646706
2008-09-11,90.817,92.682,89.322,62.599998,4225200,42.281605
2008-09-12,91.439,93.201,90.624,62.400002,2567500,42.14653
2008-09-15,90.995,91.528,87.056,58.799999,6087100,39.714996
2008-09-16,85.368,91.35,85.28,61.700001,5486600,41.673725
2008-09-17,89.455,89.958,85.502,58.150002,4194600,39.27597
2008-09-18,85.887,93.408,82.659,63.09,6149500,42.612576
2008-09-19,102.084,102.084,91.261,64.970001,2369000,43.88237
2008-09-22,91.794,95.347,87.797,59.509998,1726000,40.194553
