"Date","VCIT.Open","VCIT.High","VCIT.Low","VCIT.Close","VCIT.Volume","VCIT.Adjusted"
2010-01-15,100.238,100.357,100.225,76.209999,45500,57.933846
2010-01-19,100.607,100.607,99.804,76.040001,87200,57.804649
2010-01-20,100.607,100.607,100.015,76.080002,20900,57.835018
2010-01-21,100.067,100.725,100.067,76.32,15300,58.017494
2010-01-22,100.331,100.528,100.304,76.410004,17800,58.085903
2010-01-25,100.239,100.37,100.239,76.25,21800,57.964249
2010-01-26,100.265,100.291,99.712,76.099998,33700,57.85022
2010-01-27,100.331,106.027,99.87,75.93,27500,57.721016
2010-01-28,99.712,100.16,99.686,75.870003,37600,57.675407
2010-01-29,99.874,99.874,99.245,75.959999,11600,57.901028
2010-02-01,99.783,99.783,99.52,75.889999,12700,57.847652
2010-02-02,99.573,99.638,99.455,75.93,23000,57.878151
2010-02-03,99.481,99.507,99.048,75.709999,17300,57.71043
2010-02-04,99.481,99.756,99.192,76.040001,20900,57.962025
2010-02-05,99.953,99.953,99.612,76.019997,18700,57.946762
2010-02-08,99.888,99.888,99.35,75.989998,147900,57.923897
2010-02-09,99.638,99.888,99.455,75.830002,65300,57.801918
2010-02-10,99.363,99.442,98.93,75.440002,26800,57.504639
2010-02-11,99.009,99.127,98.549,75.370003,29400,57.451313
2010-02-12,99.809,99.809,98.904,75.419998,10300,57.489418
2010-02-16,98.772,99.179,98.772,75.580002,25900,57.611389
2010-02-17,98.772,98.877,98.484,75.290001,25600,57.39032
2010-02-18,98.93,98.93,98.471,75.099998,40000,57.245491
2010-02-19,98.746,98.943,98.471,75.279999,18600,57.382694
2010-02-22,99.061,99.087,98.917,75.410004,21300,57.481777
2010-02-23,99.271,99.586,98.917,75.900002,13700,57.855282
2010-02-24,99.612,99.783,99.428,75.959999,11700,57.901028
2010-02-25,99.481,99.901,99.481,76.050003,26500,57.969631
2010-02-26,99.646,99.672,99.188,76.080002,25100,58.163826
2010-03-01,99.593,99.659,99.41,76.139999,23800,58.209679
2010-03-02,99.293,99.763,99.293,76.25,13500,58.293766
2010-03-03,99.79,99.842,99.672,76.330002,29700,58.35495
2010-03-04,99.829,100.012,99.685,76.43,30200,58.431377
2010-03-05,100.025,100.025,99.633,76.239998,20200,58.286129
2010-03-08,100.012,100.012,99.606,76.32,16400,58.347298
2010-03-09,100.09,100.09,99.763,76.470001,23100,58.461971
2010-03-10,99.907,100.104,99.881,76.529999,31800,58.507835
2010-03-11,100.182,100.182,99.711,76.349998,39000,58.370235
2010-03-12,100.038,100.247,99.803,76.580002,11700,58.546078
2010-03-15,100.117,100.247,99.933,76.580002,32600,58.546078
2010-03-16,100.352,100.758,100.339,76.849998,29300,58.752464
2010-03-17,100.797,100.98,100.64,77.089996,12500,58.93597
2010-03-18,100.718,100.914,100.627,77.010002,22900,58.874813
2010-03-19,100.561,100.771,100.404,76.879997,11200,58.775421
2010-03-22,100.967,100.993,100.535,76.980003,50100,58.851887
2010-03-23,101.032,101.032,100.718,77,26400,58.867191
2010-03-24,100.431,100.431,99.842,76.349998,36800,58.370235
2010-03-25,99.907,99.907,99.07,76.199997,33200,58.25555
2010-03-26,99.672,99.96,99.672,76.400002,29700,58.408436
2010-03-29,99.933,100.064,99.737,76.379997,60900,58.393169
2010-03-30,99.829,99.92,99.463,76.349998,19500,58.370235
2010-03-31,99.519,99.519,99.05,76.25,24100,58.513756
2010-04-01,99.284,99.401,99.167,76.209999,17600,58.483028
2010-04-05,98.854,98.854,98.398,75.639999,45500,58.045631
2010-04-06,98.359,98.971,98.359,75.919998,34700,58.260513
2010-04-07,99.037,99.571,98.763,76.410004,12900,58.636513
2010-04-08,99.727,99.727,99.076,76.260002,17900,58.52142
2010-04-09,99.297,99.467,98.958,76.160004,22500,58.444672
2010-04-12,99.74,99.805,99.271,76.57,15800,58.759277
2010-04-13,100.118,100.118,99.714,76.650002,25900,58.820686
2010-04-14,100.275,100.275,99.727,76.629997,29700,58.80534
2010-04-15,99.427,100.209,99.427,76.889999,37000,59.004879
2010-04-16,100.301,100.548,100.157,77,25700,59.089294
2010-04-19,100.405,100.47,100.209,76.959999,22500,59.058598
2010-04-20,100.34,100.405,100.209,77.050003,27400,59.127682
2010-04-21,100.222,100.731,100.222,77.279999,18300,59.304115
2010-04-22,101.135,101.135,100.34,77.120003,45100,59.181377
2010-04-23,100.418,100.418,99.975,77.029999,33700,59.112297
2010-04-26,100.639,100.639,100.261,77.010002,35800,59.096966
2010-04-27,100.848,100.848,100.314,77.339996,10700,59.350166
2010-04-28,100.587,100.848,100.366,77.080002,11900,59.150681
2010-04-29,100.561,100.665,100.392,77.199997,33900,59.242779
2010-04-30,100.123,100.304,99.889,77.220001,21700,59.456024
2010-05-03,100.278,100.317,99.824,77.059998,25700,59.332867
2010-05-04,100.525,100.629,100.226,77.449997,41700,59.633118
2010-05-05,100.811,100.811,99.694,77.110001,51800,59.371346
2010-05-06,100.421,100.512,99.538,76.639999,23900,59.009483
2010-05-07,100.733,100.993,99.538,76.900002,39400,59.209641
2010-05-10,101.006,101.006,99.356,76.919998,20000,59.22504
2010-05-11,100.369,100.369,99.707,77.110001,11600,59.371346
2010-05-12,100.045,100.356,99.902,77.150002,29700,59.402164
2010-05-13,100.148,100.278,99.863,77.150002,25300,59.402164
2010-05-14,100.46,100.694,100.123,77.239998,29500,59.471432
2010-05-17,100.681,100.681,100.006,77.07,28300,59.340542
2010-05-18,100.213,100.525,100.071,77.290001,25100,59.509937
2010-05-19,100.824,100.876,100.395,77.400002,31700,59.594631
2010-05-20,100.915,100.915,100.058,77.300003,43800,59.517658
2010-05-21,100.915,100.915,100.136,77.389999,106600,59.586903
2010-05-24,100.902,100.98,100.447,77.529999,16800,59.694733
2010-05-25,100.928,100.928,100.434,77.449997,67300,59.633118
2010-05-26,100.408,100.551,100.006,77.349998,30900,59.556141
2010-05-27,100.019,100.019,99.512,76.779999,29600,59.117264
2010-05-28,99.317,99.317,98.903,76.709999,22900,59.302788
2010-06-01,100.21,100.21,99.02,76.760002,14500,59.341442
2010-06-02,99.291,99.291,98.878,76.489998,14300,59.132713
2010-06-03,98.632,99.046,98.528,76.370003,53700,59.039955
2010-06-04,100.042,100.042,98.567,76.760002,59600,59.341442
2010-06-07,99.602,100.068,99.511,77.330002,24100,59.78212
2010-06-08,100.132,100.132,99.602,77.150002,54700,59.642963
2010-06-09,99.796,99.796,99.214,77,53200,59.526993
2010-06-10,99.317,99.447,98.632,76.25,22900,58.947159
2010-06-11,99.188,99.421,98.709,76.730003,56700,59.318249
2010-06-14,99.201,99.201,98.696,76.639999,21800,59.248672
2010-06-15,99.278,99.278,98.813,76.510002,16600,59.148186
2010-06-16,99.24,99.343,98.942,76.669998,37800,59.271835
2010-06-17,99.667,99.938,99.46,77.07,25100,59.581085
2010-06-18,99.796,99.848,99.667,77.050003,29900,59.565647
2010-06-21,99.641,99.848,99.356,77.169998,29900,59.658413
2010-06-22,99.951,100.184,99.667,77.400002,25400,59.836224
2010-06-23,100.003,100.74,100.003,77.800003,32100,60.145443
2010-06-24,100.533,100.714,100.119,77.669998,43400,60.044952
2010-06-25,100.43,100.74,100.365,77.800003,34200,60.145443
2010-06-28,101.064,101.245,100.831,78.269997,21100,60.508808
2010-06-29,101.348,101.413,101.038,78.379997,25200,60.593826
2010-06-30,100.808,100.834,100.421,78.199997,21300,60.662132
2010-07-01,100.95,101.105,100.731,78.18,20500,60.646595
2010-07-02,100.705,100.705,100.318,77.980003,27200,60.491432
2010-07-06,100.28,100.989,100.28,78.290001,20600,60.731922
2010-07-07,101.014,101.027,100.705,78.239998,41300,60.693146
2010-07-08,100.718,100.783,100.55,78.139999,44600,60.615528
2010-07-09,100.77,100.77,100.434,78.099998,31100,60.584518
2010-07-12,100.77,100.886,100.628,78.150002,29000,60.623306
2010-07-13,100.976,100.976,100.602,78.199997,35500,60.662132
2010-07-14,101.234,101.363,100.821,78.610001,31100,60.980171
2010-07-15,101.517,101.762,101.401,78.839996,39300,61.15855
2010-07-16,101.891,102.175,101.865,79.139999,24000,61.391266
2010-07-19,102.149,102.188,101.878,79.099998,50100,61.36026
2010-07-20,102.175,102.265,101.865,79.019997,29200,61.298218
2010-07-21,102.252,102.536,101.956,79.540001,59000,61.70158
2010-07-22,102.471,102.471,101.839,79.410004,38600,61.600758
2010-07-23,102.304,102.368,102.02,79.190002,24100,61.430054
2010-07-26,102.226,102.329,101.839,79.309998,18700,61.523186
2010-07-27,102.342,102.342,101.904,79.300003,44800,61.515396
2010-07-28,102.69,102.69,102.123,79.529999,28200,61.693829
2010-07-29,102.51,102.819,102.278,79.669998,40800,61.802422
2010-07-30,102.353,102.584,102.044,79.849998,36500,62.169914
2010-08-02,102.507,102.545,102.237,79.709999,116700,62.060879
2010-08-03,102.558,102.674,102.353,79.800003,134600,62.130966
2010-08-04,102.494,102.686,102.16,79.550003,54800,61.936337
2010-08-05,102.147,102.699,102.147,79.849998,51600,62.169914
2010-08-06,103.046,103.097,102.648,80.25,46600,62.481354
2010-08-09,103.008,103.123,102.776,80.019997,28100,62.30228
2010-08-10,103.097,103.496,102.776,80.57,33900,62.730511
2010-08-11,103.496,103.65,103.406,80.699997,54600,62.831692
2010-08-12,103.508,103.508,103.149,80.370003,40300,62.574783
2010-08-13,102.995,103.65,102.995,80.699997,38600,62.831692
2010-08-16,104.241,104.318,103.868,81.199997,30400,63.220989
2010-08-17,104.279,104.279,103.675,80.949997,39000,63.026375
2010-08-18,104.292,104.292,103.83,81.010002,37900,63.073067
2010-08-19,103.997,104.433,103.881,81.239998,40400,63.252144
2010-08-20,104.369,104.408,104.048,81.07,53500,63.119797
2010-08-23,104.176,104.305,104.035,81.209999,15900,63.228771
2010-08-24,104.626,104.819,104.42,81.43,38000,63.400036
2010-08-25,104.947,104.947,104.099,81.300003,48600,63.298855
2010-08-26,104.382,104.587,104.164,81.43,41800,63.400036
2010-08-27,104.42,104.42,103.521,80.650002,31600,62.79277
2010-08-30,104.048,104.343,103.701,81.150002,44600,63.182091
2010-08-31,104.055,104.055,103.581,81.120003,19800,63.372688
2010-09-01,103.812,103.812,103.018,80.849998,46100,63.161747
2010-09-02,103.274,103.389,103.057,80.739998,38200,63.075821
2010-09-03,102.852,102.929,102.199,79.879997,139900,62.403984
2010-09-07,103.377,103.543,102.993,80.879997,29000,63.185181
2010-09-08,103.274,103.479,103.172,80.739998,27900,63.075821
2010-09-09,103.044,103.159,102.737,80.32,27400,62.747669
2010-09-10,102.941,102.941,102.237,80.169998,22200,62.630524
2010-09-13,102.801,103.185,102.532,80.589996,39000,62.958637
2010-09-14,103.351,103.658,103.095,80.970001,23300,63.255527
2010-09-15,103.505,103.684,103.197,80.739998,53500,63.075821
2010-09-16,103.364,103.364,103.044,80.559998,452900,62.935204
2010-09-17,103.274,103.453,103.172,80.730003,35800,63.068027
2010-09-20,103.108,103.645,103.108,80.879997,113200,63.185181
2010-09-21,103.825,104.209,103.569,81.279999,93100,63.4977
2010-09-22,104.541,104.58,104.093,81.510002,25600,63.677368
2010-09-23,104.618,104.618,104.145,81.510002,35500,63.677368
2010-09-24,104.285,104.285,103.863,81.199997,42100,63.435211
2010-09-27,104.426,104.682,104.221,81.599998,130100,63.747669
2010-09-28,104.721,105.041,104.541,81.949997,42200,64.021088
2010-09-29,105.053,105.053,104.721,81.93,34100,64.005478
2010-09-30,104.244,104.308,103.632,81.739998,75900,64.062714
2010-10-01,103.989,104.474,103.963,81.82,15800,64.125397
2010-10-04,104.538,104.64,104.384,81.93,49700,64.211609
2010-10-05,104.665,104.895,104.486,82.150002,49600,64.384048
2010-10-06,105.558,105.584,105.112,82.580002,297100,64.721069
2010-10-07,105.571,105.622,105.265,82.57,114400,64.713211
2010-10-08,105.89,105.89,105.392,82.709999,40600,64.822914
2010-10-11,105.15,105.648,105.15,82.800003,183000,64.893425
2010-10-12,105.52,105.609,105.176,82.480003,57000,64.642677
2010-10-13,105.099,105.405,105.01,82.57,144600,64.713211
2010-10-14,105.367,105.367,104.652,82.080002,87500,64.329178
2010-10-15,104.793,104.793,104.129,81.839996,70200,64.141068
2010-10-18,104.474,104.908,104.423,82.209999,37900,64.431046
2010-10-19,104.831,105.227,104.64,82.290001,50400,64.493767
2010-10-20,105.035,105.252,104.857,82.349998,40100,64.540733
2010-10-21,105.073,105.073,104.729,82.089996,20800,64.336983
2010-10-22,104.742,104.933,104.703,82.209999,28400,64.431046
2010-10-25,104.882,105.188,104.818,82.160004,50900,64.391869
2010-10-26,104.895,104.895,104.333,81.93,63500,64.211609
2010-10-27,104.512,104.512,103.989,81.650002,26700,63.992138
2010-10-28,104.538,104.806,104.423,82.110001,39200,64.352676
2010-10-29,104.299,104.427,104.07,82.089996,19800,64.546875
2010-11-01,104.961,104.961,104.261,82.050003,31000,64.51545
2010-11-02,104.312,104.592,104.312,82.150002,31300,64.594063
2010-11-03,105.062,105.062,104.032,81.949997,279500,64.436798
2010-11-04,105.177,105.406,104.961,82.879997,60500,65.168037
2010-11-05,105.508,105.508,104.859,82.470001,62000,64.845665
2010-11-08,105.177,105.177,104.935,82.57,24100,64.924301
2010-11-09,105.075,105.075,104.376,82.150002,29400,64.594063
2010-11-10,104.656,104.656,103.994,82.190002,36100,64.625504
2010-11-11,104.745,104.745,103.88,81.940002,25600,64.428947
2010-11-12,103.969,104.032,103.155,81.279999,54300,63.909969
2010-11-15,102.722,103.371,101.959,80.169998,66800,63.037224
2010-11-16,102.061,102.315,101.743,80.419998,40800,63.233772
2010-11-17,102.392,102.913,102.315,80.620003,36800,63.391029
2010-11-18,101.959,102.57,101.908,80.650002,37100,63.414646
2010-11-19,102.519,102.672,102.315,80.550003,41000,63.335991
2010-11-22,102.926,103.193,102.646,81.129997,24100,63.792072
2010-11-23,103.587,103.6,102.951,81.110001,32600,63.776325
2010-11-24,103.295,103.295,102.468,80.599998,29400,63.375298
2010-11-26,103.066,103.066,102.544,80.809998,10300,63.540413
2010-11-29,103.231,103.231,102.684,80.940002,39000,63.642677
2010-11-30,102.386,102.525,102.221,80.68,31600,63.654476
2010-12-01,102.031,102.031,101.397,80.07,52400,63.173218
2010-12-02,101.397,101.765,101.309,80.040001,40300,63.149551
2010-12-03,101.752,101.968,101.22,79.959999,49300,63.086403
2010-12-06,102.145,102.145,101.626,80.209999,318400,63.283669
2010-12-07,101.6,101.6,100.65,79.529999,64400,62.747177
2010-12-08,100.168,100.383,99.547,78.849998,96800,62.210648
2010-12-09,99.876,100.497,99.864,78.949997,90300,62.28957
2010-12-10,99.762,100.029,99.623,78.599998,162400,62.013416
2010-12-13,99.407,100.041,99.344,78.709999,661400,62.100216
2010-12-14,99.369,99.598,98.837,78.089996,46800,61.611023
2010-12-15,99.116,99.534,98.482,77.82,30300,61.398026
2010-12-16,99.129,99.306,98.571,78.300003,41000,61.776726
2010-12-17,99.331,100.155,99.331,78.900002,25300,62.250122
2010-12-20,100.713,100.713,99.838,78.82,25600,62.18697
2010-12-21,100.472,100.472,99.724,78.959999,33100,62.29747
2010-12-22,99.978,100.13,99.813,78.980003,53400,62.313232
2010-12-23,100.168,100.168,99.686,78.690002,16700,62.084427
2010-12-27,98.017,98.52,97.778,78.389999,23300,62.37326
2010-12-28,97.992,98.52,97.59,77.769997,36400,61.879959
2010-12-29,97.59,98.733,97.59,78.410004,51500,62.389175
2010-12-30,98.168,98.545,98.092,78.370003,49500,62.357353
2010-12-31,98.721,98.96,98.683,78.68,16600,62.604015
2011-01-03,98.696,98.884,98.243,78.629997,53200,62.564251
2011-01-04,98.859,99.236,98.784,78.879997,31900,62.763115
2011-01-05,98.721,98.746,98.155,78.25,45700,62.261875
2011-01-06,98.494,98.821,98.457,78.5,36400,62.4608
2011-01-07,98.583,99.274,98.583,78.800003,44400,62.699482
2011-01-10,98.934,99.349,98.934,78.989998,15900,62.850643
2011-01-11,99.425,99.425,98.909,78.93,41600,62.802948
2011-01-12,99.085,99.45,98.884,79.059998,125400,62.90633
2011-01-13,98.997,99.751,98.997,79.220001,38600,63.033657
2011-01-14,99.965,99.965,99.575,79.360001,91300,63.145054
2011-01-18,99.324,99.613,99.135,79.230003,55200,63.04163
2011-01-19,99.563,99.802,99.525,79.389999,70100,63.168934
2011-01-20,99.5,99.5,99.06,79.040001,124900,62.890461
2011-01-21,98.985,99.525,98.96,79.150002,28700,62.97797
2011-01-24,99.751,99.751,99.261,79.190002,48500,63.009815
2011-01-25,99.035,99.99,99.035,79.489998,86900,63.248512
2011-01-26,99.827,99.827,99.311,79.160004,34100,62.985943
2011-01-27,99.701,99.864,99.337,79.410004,45200,63.184875
2011-01-28,99.324,100.141,99.324,79.519997,25700,63.27235
2011-01-31,99.459,99.747,99.058,79.099998,181500,63.155018
2011-02-01,99.058,99.096,98.72,79,126700,63.075176
2011-02-02,99.334,99.334,98.595,78.849998,24800,62.955399
2011-02-03,98.332,98.733,98.332,78.559998,53300,62.723869
2011-02-04,98.319,98.319,97.743,78.239998,32600,62.468346
2011-02-07,97.893,98.181,97.63,78.309998,83700,62.524273
2011-02-08,97.881,98.131,97.505,77.93,53900,62.220829
2011-02-09,98.307,98.307,97.58,78.349998,39600,62.556194
2011-02-10,98.219,98.219,97.705,78.040001,69400,62.308697
2011-02-11,97.731,98.47,97.731,78.470001,109200,62.652
2011-02-14,98.307,98.369,98.119,78.389999,23700,62.58812
2011-02-15,98.557,98.557,98.144,78.599998,29700,62.755795
2011-02-16,98.908,98.908,98.232,78.68,31900,62.819687
2011-02-17,98.858,98.933,98.632,78.910004,83200,63.003307
2011-02-18,98.908,99.008,98.419,79.010002,28500,63.083172
2011-02-22,99.597,99.597,98.958,79.43,47600,63.418491
2011-02-23,99.534,99.534,99.096,79.190002,37400,63.226856
2011-02-24,99.446,99.509,99.046,79.230003,22500,63.258827
2011-02-25,98.983,99.597,98.983,79.519997,57900,63.490334
2011-02-28,99.299,99.299,98.887,79.300003,50400,63.504768
2011-03-01,99.011,99.161,98.712,79.410004,39900,63.592854
2011-03-02,98.812,99.224,98.774,79.190002,31000,63.416664
2011-03-03,98.674,98.674,98.287,78.82,38800,63.120331
2011-03-04,98.425,98.937,98.425,79.199997,33000,63.424667
2011-03-07,98.674,98.987,98.4,79.059998,42400,63.312527
2011-03-08,98.699,98.749,98.387,78.93,85600,63.208473
2011-03-09,98.862,99.136,98.612,79.279999,21800,63.488762
2011-03-10,99.274,99.548,98.799,79.690002,52300,63.817059
2011-03-11,99.711,99.711,99.161,79.68,46800,63.809093
2011-03-14,99.973,99.973,99.498,79.809998,22000,63.913166
2011-03-15,100.01,100.01,99.411,79.739998,29600,63.857124
2011-03-16,99.836,100.76,99.786,80.199997,72500,64.225533
2011-03-17,100.11,100.173,99.711,80.169998,72300,64.201492
2011-03-18,100.06,100.235,99.898,80.160004,85800,64.193474
2011-03-21,100.36,100.36,99.448,79.959999,89300,64.03331
2011-03-22,99.673,99.861,99.423,79.959999,36400,64.03331
2011-03-23,99.648,100.01,99.561,79.769997,45300,63.881168
2011-03-24,99.536,99.536,99.249,79.57,57800,63.720982
2011-03-25,99.136,99.536,98.887,79.330002,42100,63.528786
2011-03-28,99.074,99.111,98.837,79.339996,52600,63.536781
2011-03-29,99.061,99.099,98.699,79.169998,40900,63.400654
2011-03-30,98.986,99.136,98.799,79.379997,43800,63.568829
2011-03-31,98.826,98.826,98.13,78.919998,37900,63.438583
2011-04-01,98.018,98.403,97.906,79.089996,25600,63.575272
2011-04-04,98.814,98.814,98.428,79.279999,29800,63.72797
2011-04-05,98.714,98.714,98.092,79.050003,129500,63.543106
2011-04-06,98.416,98.441,98.167,78.959999,167700,63.47076
2011-04-07,98.291,98.291,98.005,78.879997,41600,63.406483
2011-04-08,98.08,98.092,97.844,78.779999,33600,63.32605
2011-04-11,98.167,98.167,97.819,78.739998,248400,63.293911
2011-04-12,98.167,98.578,98.155,79.199997,81400,63.663689
2011-04-13,98.428,98.814,98.341,79.43,36300,63.848564
2011-04-14,98.801,98.801,98.428,79.139999,25400,63.615452
2011-04-15,98.901,99.05,98.652,79.599998,35800,63.985184
2011-04-18,99.66,99.66,98.578,79.669998,37300,64.041435
2011-04-19,99.523,99.523,99.162,79.900002,57500,64.226372
2011-04-20,99.473,99.473,99.113,79.779999,50900,64.129875
2011-04-21,99.797,99.797,99.2,79.860001,65300,64.194221
2011-04-25,99.622,99.622,99.249,80,55300,64.306763
2011-04-26,99.822,99.884,99.461,80.290001,52100,64.539848
2011-04-27,99.71,99.772,99.511,80.160004,77900,64.435371
2011-04-28,99.971,100.021,99.772,80.32,71100,64.563972
2011-04-29,99.333,99.581,99.197,80.300003,79800,64.759972
2011-05-02,99.953,99.953,99.445,80.330002,114400,64.784149
2011-05-03,99.817,99.817,99.569,80.419998,39500,64.85672
2011-05-04,99.842,99.991,99.718,80.610001,62000,65.009972
2011-05-05,100.115,100.301,99.904,80.809998,84000,65.171249
2011-05-06,100.102,100.4,99.929,80.870003,130000,65.219627
2011-05-09,100.325,100.437,100.276,80.959999,71700,65.292221
2011-05-10,100.462,100.462,99.929,80.629997,46600,65.026085
2011-05-11,99.817,100.189,99.78,80.779999,46900,65.147064
2011-05-12,100.226,100.226,99.755,80.639999,221500,65.034149
2011-05-13,100.264,100.549,100.016,81,63100,65.324463
2011-05-16,100.536,100.536,100.152,81.029999,132000,65.348701
2011-05-17,100.648,100.648,100.301,81.080002,91900,65.389
2011-05-18,100.784,100.784,100.152,80.879997,52800,65.22773
2011-05-19,100.003,100.412,99.817,80.959999,35800,65.292221
2011-05-20,100.487,100.487,100.065,80.959999,57000,65.292221
2011-05-23,100.772,100.772,100.338,80.989998,51300,65.316422
2011-05-24,100.425,100.511,100.288,81.029999,34000,65.348701
2011-05-25,100.673,100.673,100.288,81.029999,178500,65.348701
2011-05-26,100.759,100.859,100.586,81.32,33200,65.582542
2011-05-27,100.933,101.677,100.635,81.349998,50500,65.606758
2011-05-31,100.492,100.492,99.997,81.089996,55800,65.603523
2011-06-01,100.319,100.912,100.319,81.639999,56300,66.048431
2011-06-02,100.85,100.85,100.183,81.110001,74200,65.61969
2011-06-03,100.282,100.615,100.121,81.239998,42900,65.724861
2011-06-06,100.43,100.43,100.121,81.199997,111500,65.692474
2011-06-07,100.875,100.875,100.084,81.339996,65700,65.805756
2011-06-08,100.628,100.727,100.541,81.400002,118300,65.854309
2011-06-09,100.801,100.801,100.195,81.110001,44000,65.61969
2011-06-10,100.529,100.653,100.232,81.150002,58300,65.652039
2011-06-13,99.973,100.393,99.948,81.010002,40100,65.538765
2011-06-14,99.651,99.973,99.515,80.639999,49000,65.239464
2011-06-15,99.837,100.282,99.676,81.099998,38000,65.611588
2011-06-16,100.591,100.591,100.232,81.300003,36200,65.773415
2011-06-17,100.405,100.504,100.269,81.279999,49900,65.757202
2011-06-20,100.702,100.702,100.121,81.139999,46400,65.643936
2011-06-21,99.948,100.393,99.948,81.139999,44400,65.643936
2011-06-22,100.64,100.64,100.096,81.129997,27100,65.635857
2011-06-23,100.64,100.69,100.381,81.32,45000,65.789589
2011-06-24,100.554,100.85,100.368,81.489998,39800,65.927109
2011-06-27,100.924,100.924,100.356,81.269997,83500,65.749115
2011-06-28,100.418,100.418,99.639,80.800003,47000,65.368927
2011-06-29,99.775,99.886,99.478,80.610001,135900,65.215172
2011-06-30,99.113,99.187,98.423,80.209999,124600,65.106415
2011-07-01,98.571,99.273,98.571,80.360001,336300,65.22818
2011-07-05,99.507,99.507,99.113,80.660004,70000,65.471687
2011-07-06,99.963,99.963,99.31,80.75,89100,65.544754
2011-07-07,99.261,99.52,99.138,80.760002,157900,65.552856
2011-07-08,100.234,100.234,99.828,81.290001,182600,65.983047
2011-07-11,100.579,100.579,100.136,81.610001,77500,66.242805
2011-07-12,100.789,100.789,100.296,81.610001,84900,66.242805
2011-07-13,100.382,100.764,100.283,81.790001,128800,66.388931
2011-07-14,100.53,100.604,100.259,81.410004,67700,66.08049
2011-07-15,100.407,100.53,100.185,81.580002,41600,66.21843
2011-07-18,100.616,100.616,100.222,81.389999,43400,66.06424
2011-07-19,100.37,100.702,100.222,81.739998,46400,66.348289
2011-07-20,100.37,100.838,100.357,81.519997,32200,66.169701
2011-07-21,100.296,100.308,99.939,81.25,68400,65.950562
2011-07-22,100.493,100.493,100.173,81.400002,34900,66.072357
2011-07-25,99.963,100.37,99.938,81.32,181000,66.007416
2011-07-26,99.988,100.628,99.988,81.639999,44200,66.267136
2011-07-27,100.086,100.517,99.975,81.349998,32700,66.031746
2011-07-28,100.283,100.616,100.283,81.660004,37200,66.283394
2011-07-29,100.493,100.813,100.1,82.010002,43800,66.787453
2011-08-01,101.009,101.341,100.825,82.449997,232400,67.14579
2011-08-02,101.549,101.697,101.181,82.779999,70100,67.414558
2011-08-03,101.918,101.979,101.476,82.839996,188200,67.463425
2011-08-04,102.053,102.298,101.709,83.269997,87100,67.813568
2011-08-05,102.126,102.126,101.181,82.629997,119000,67.292404
2011-08-08,101.206,101.942,100.285,82.07,264500,66.836327
2011-08-09,101.255,103.047,100.641,83.519997,125400,68.017174
2011-08-10,103.035,103.244,101.795,83.099998,124700,67.67514
2011-08-11,101.979,101.979,100.69,82.220001,173300,66.958496
2011-08-12,101.279,101.66,101.021,82.699997,90700,67.34938
2011-08-15,103.968,103.968,101.328,82.610001,92100,67.276115
2011-08-16,101.734,101.734,101.034,82.690002,50400,67.341248
