"Date","PXH.Open","PXH.High","PXH.Low","PXH.Close","PXH.Volume","PXH.Adjusted"
2008-02-28,30.984,30.984,30.555,24.99,16800,20.405809
2008-02-29,30.433,30.433,29.269,23.969999,26800,19.572912
2008-03-03,29.881,29.881,29.257,24.110001,50900,19.687237
2008-03-04,29.392,29.428,28.608,23.879999,18100,19.499432
2008-03-05,29.257,29.624,29.245,24.040001,3600,19.630079
2008-03-06,29.392,29.404,28.853,23.559999,32300,19.238127
2008-03-07,29.085,29.085,28.167,23.440001,46600,19.140142
2008-03-10,29.012,29.012,27.873,22.76,96200,18.584881
2008-03-11,28.779,29.575,28.583,24.15,19500,19.719896
2008-03-12,29.453,29.477,29.122,23.780001,57400,19.417772
2008-03-13,28.963,28.963,28.094,23.52,51000,19.205458
2008-03-14,28.718,28.718,27.457,22.690001,35400,18.527721
2008-03-17,27.2,27.334,26.624,22.26,17700,18.1766
2008-03-18,27.8,28.277,27.738,23.02,19500,18.797182
2008-03-19,28.155,28.155,26.991,22.040001,33300,17.996956
2008-03-20,26.942,27.371,26.171,22.35,107700,18.250093
2008-03-24,28.106,28.522,27.42,23,62200,18.780853
2008-03-25,28.424,29.269,28.277,23.41,97500,19.115643
2008-03-26,28.841,28.841,28.167,23.16,46400,18.911509
2008-03-27,29.992,29.992,28.02,22.92,36400,18.715536
2008-03-28,28.045,28.669,28.045,23.049999,10900,18.82168
2008-03-31,29.563,29.563,28.204,23.23,63800,18.96866
2008-04-01,28.547,29.318,28.547,23.940001,31500,19.54842
2008-04-02,29.637,29.673,29.269,24,32400,19.597414
2008-04-03,30.592,30.592,29.306,24.26,21500,19.809719
2008-04-04,30.604,30.604,29.514,24.440001,39700,19.956699
2008-04-07,30.126,30.249,29.343,24.26,123100,19.809719
2008-04-08,29.563,29.735,29.306,24.209999,9100,19.768892
2008-04-09,29.379,29.747,28.988,23.83,61000,19.45859
2008-04-10,28.89,29.698,28.89,24.129999,3500,19.703568
2008-04-11,28.951,29.49,28.951,23.809999,41800,19.442265
2008-04-14,29.159,29.257,28.926,23.809999,39800,19.442265
2008-04-15,29.992,29.992,29.269,24.09,42000,19.670898
2008-04-16,31.743,31.743,29.661,24.68,17900,20.152674
2008-04-17,31.106,31.106,29.82,24.540001,31400,20.038357
2008-04-18,32.355,32.355,30.053,24.68,19800,20.152674
2008-04-21,32.453,32.453,30.016,24.92,25600,20.348644
2008-04-22,30.984,30.984,30.004,24.620001,19400,20.103676
2008-04-23,30.604,30.849,30.433,25.040001,62500,20.44664
2008-04-24,32.037,32.037,30.298,25.16,39800,20.544619
2008-04-25,31.584,31.584,30.359,25.190001,14700,20.569115
2008-04-28,30.984,31.229,30.763,25.32,27600,20.67527
2008-04-29,31.927,31.927,30.359,24.91,18300,20.340481
2008-04-30,30.665,31.082,30.665,25.299999,31500,20.658934
2008-05-01,31.082,31.314,30.678,25.57,25900,20.87941
2008-05-02,32.808,32.808,31.229,25.83,25200,21.091713
2008-05-05,31.718,31.718,31.461,25.780001,28600,21.050886
2008-05-06,31.596,31.743,31.388,25.92,37300,21.165207
2008-05-07,32.514,32.514,30.788,25.25,67200,20.618113
2008-05-08,31.706,31.706,30.616,25.139999,183700,20.528288
2008-05-09,31.461,31.461,30.445,25.1,34500,20.495623
2008-05-12,30.984,31.29,30.678,25.549999,24800,20.863075
2008-05-13,31.474,31.474,30.873,25.4,28100,20.740595
2008-05-14,31.351,31.669,31.241,25.620001,10700,20.92024
2008-05-15,31.559,32.025,31.474,26.15,37100,21.353014
2008-05-16,32.857,32.857,31.963,26.5,28700,21.638811
2008-05-19,33.053,33.053,32.331,26.66,12800,21.769464
2008-05-20,32.98,32.98,31.804,26.09,31700,21.304018
2008-05-21,32.417,32.417,31.376,25.790001,26400,21.059053
2008-05-22,31.865,31.865,31.388,25.950001,69700,21.189697
2008-05-23,32.11,32.11,30.984,25.549999,28800,20.863075
2008-05-27,31.29,31.425,30.984,25.66,24000,20.952896
2008-05-28,32.355,32.355,31.094,25.860001,29800,21.116213
2008-05-29,31.902,31.902,31.486,25.9,23500,21.148872
2008-05-30,31.62,32.735,31.62,26.209999,47600,21.402008
2008-06-02,32.025,32.159,31.608,26.26,152500,21.442842
2008-06-03,31.841,31.963,31.229,25.709999,13400,20.993723
2008-06-04,32.245,32.6,31.094,25.389999,63500,20.732431
2008-06-05,31.082,31.939,31.082,26.08,49100,21.29586
2008-06-06,32.919,32.919,30.886,25.24,76900,20.609949
2008-06-09,30.629,31.204,30.298,25.059999,14600,20.462965
2008-06-10,31.559,31.559,29.269,24.620001,28200,20.103676
2008-06-11,30.114,30.188,29.637,24.23,24500,19.785227
2008-06-12,29.514,31.302,29.477,24.290001,13800,19.834215
2008-06-13,29.759,30.126,29.759,24.540001,12200,20.038357
2008-06-16,29.906,30.286,29.894,24.59,15300,20.079187
2008-06-17,30.396,30.726,30.212,24.799999,63600,20.250664
2008-06-18,30.249,30.322,29.784,24.52,14300,20.022024
2008-06-19,30.91,30.91,28.547,24.709999,22100,20.177164
2008-06-20,30.911,30.911,28.959,23.870001,21500,19.560133
2008-06-23,28.678,29.374,28.678,23.84,21200,19.535545
2008-06-24,28.69,29.227,28.69,23.68,41000,19.40443
2008-06-25,28.739,29.801,28.739,24.209999,30700,19.838737
2008-06-26,29.288,29.813,28.092,23.02,16300,18.863604
2008-06-27,28.385,28.776,27.958,23.24,41700,19.043879
2008-06-30,29.264,29.264,28.593,23.51,24000,19.265125
2008-07-01,28.495,28.495,27.921,23.33,35300,19.117628
2008-07-02,29.972,29.972,26.616,21.98,29100,18.011383
2008-07-03,27.336,27.702,27.14,22.59,11100,18.51124
2008-07-07,27.86,28.287,27.25,22.75,32500,18.642345
2008-07-08,29.081,29.081,27.104,22.719999,55300,18.617765
2008-07-09,26.262,28.202,26.262,22.5,22600,18.437487
2008-07-10,27.738,27.946,27.299,22.9,5500,18.765268
2008-07-11,27.006,27.885,27.006,22.610001,17500,18.527628
2008-07-14,26.908,27.775,26.908,22.530001,19600,18.462074
2008-07-15,28.446,28.446,26.42,22.1,35300,18.109713
2008-07-16,28.031,28.031,26.823,22.76,49000,18.650547
2008-07-17,29.093,29.093,27.628,22.959999,20400,18.814434
2008-07-18,28.275,28.275,27.543,22.790001,23700,18.675131
2008-07-21,28.202,28.263,27.86,22.950001,13600,18.806248
2008-07-22,28.226,28.226,27.812,23.02,17900,18.863604
2008-07-23,29.825,29.825,28.178,23.200001,38400,19.011101
2008-07-24,28.568,28.568,27.153,22.25,31000,18.23263
2008-07-25,27.934,27.934,26.347,22.379999,48100,18.339153
2008-07-28,27.031,27.409,26.97,22.1,8900,18.109713
2008-07-29,27.262,27.909,26.945,22.870001,33600,18.740683
2008-07-30,27.738,28.104,27.69,23,12000,18.847214
2008-07-31,28.08,28.08,27.616,22.66,13100,18.568605
2008-08-01,27.494,27.69,27.189,22.690001,22500,18.593182
2008-08-04,27.445,27.445,26.054,22.07,9200,18.085131
2008-08-05,26.945,27.421,26.945,22.379999,23200,18.339153
2008-08-06,27.031,27.653,27.031,22.66,35600,18.568605
2008-08-07,28.751,28.751,26.994,22.120001,9300,18.126102
2008-08-08,26.847,27.36,26.823,22.190001,26400,18.183464
2008-08-11,27.153,27.458,26.908,22.25,178400,18.23263
2008-08-12,27.299,27.299,26.506,21.860001,29700,17.913048
2008-08-13,26.359,26.86,26.311,22.01,35700,18.035959
2008-08-14,26.884,26.97,26.713,21.92,21300,17.962212
2008-08-15,27.824,27.824,26.347,21.77,40300,17.839296
2008-08-18,25.883,26.97,25.883,21.27,21500,17.429577
2008-08-19,25.969,25.969,24.761,20.99,120900,17.20013
2008-08-20,26.018,26.176,25.761,21.41,24200,17.544296
2008-08-21,25.713,26.311,25.713,21.559999,6900,17.667213
2008-08-22,25.212,26.359,25.212,21.540001,13200,17.650827
2008-08-25,26.25,26.25,25.749,21.1,9200,17.290262
2008-08-26,25.749,26.054,25.237,21.049999,19300,17.24929
2008-08-27,26.396,26.396,25.212,21.379999,423000,17.519718
2008-08-28,26.311,26.384,26.152,21.58,12200,17.683598
2008-08-29,25.859,26.311,25.786,21.389999,14900,17.527908
2008-09-02,27.336,27.336,25.2,20.700001,17200,16.96249
2008-09-03,25.566,25.566,24.651,20.34,21200,16.667494
2008-09-04,24.407,24.687,23.821,19.610001,19100,16.0693
2008-09-05,22.466,25.285,22.466,19.84,48000,16.257769
2008-09-08,25.261,25.261,24.212,20.219999,44600,16.569155
2008-09-09,24.26,24.26,23.162,18.98,20700,15.553051
2008-09-10,23.65,23.699,23.333,19.34,17300,15.848047
2008-09-11,23.577,23.577,22.296,19.08,15200,15.634995
2008-09-12,22.991,23.748,22.991,19.459999,72700,15.94638
2008-09-15,22.649,23.052,22.088,18.1,24600,14.831942
2008-09-16,23.406,23.406,21.222,18.1,64700,14.831942
2008-09-17,21.356,21.527,20.551,17.15,40500,14.053464
2008-09-18,19.94,22.015,19.94,18.040001,56500,14.782765
2008-09-19,25.039,25.039,20.917,19.67,23400,16.174948
2008-09-22,22.777,25.209,22.631,18.73,72200,15.401975
2008-09-23,21.926,23.312,21.926,18.51,14300,15.221062
2008-09-24,23.689,23.689,22.4,18.610001,6900,15.303297
2008-09-25,24.127,24.382,22.984,20.049999,243800,16.487431
2008-09-26,22.668,25.209,22.668,19.24,18100,15.821355
2008-09-29,24.869,24.869,20.369,17.540001,36700,14.423414
2008-09-30,20.746,22.485,20.746,18.389999,61000,15.122386
2008-10-01,21.294,23.507,21.294,18.18,16200,14.949703
2008-10-02,21.95,21.95,20.795,17.1,8400,14.061601
2008-10-03,22.838,22.838,20.114,16.9,26800,13.897139
2008-10-06,19.871,19.871,17.426,15.24,68500,12.532088
2008-10-07,17.706,18.898,17.195,14.22,45600,11.693329
2008-10-08,15.469,17.876,15.469,14,91500,11.512422
2008-10-09,17.694,17.767,15.809,13,186500,10.690102
2008-10-10,13.973,31.496,13.973,13.33,92100,10.961468
2008-10-13,18.351,19.907,16.928,16.370001,107300,13.46131
2008-10-14,21.026,21.026,18.168,15.24,43900,12.532088
2008-10-15,17.512,17.512,16.125,13.26,28300,10.903907
2008-10-16,14.848,16.794,14.848,13.54,32300,11.134155
2008-10-17,15.773,16.818,15.019,13.13,54300,10.797007
2008-10-20,15.505,17.183,15.505,13.75,17300,11.306843
2008-10-21,17.755,17.755,16.004,13.42,29200,11.035479
2008-10-22,15.627,15.651,14.131,11.62,20900,9.555309
2008-10-23,13.742,14.836,13.62,11.76,70200,9.670434
2008-10-24,12.209,13.802,12.063,11.23,142300,9.234604
2008-10-27,12.963,13.389,12.343,10.4,382200,8.552084
2008-10-28,12.842,14.605,12.842,11.85,71500,9.744442
2008-10-29,14.289,15.201,14.277,12.09,27700,9.941798
2008-10-30,16.551,16.551,15.748,13.5,31400,11.101262
2008-10-31,15.444,16.709,15.444,13.37,38200,10.994362
2008-11-03,16.15,16.758,16.15,13.59,36300,11.17527
2008-11-04,16.344,17.609,16.344,14.42,14300,11.857796
2008-11-05,17.39,17.39,16.004,13.16,52000,10.821672
2008-11-06,15.724,15.724,14.763,12.24,35400,10.065143
2008-11-07,14.715,16.125,14.715,12.87,70600,10.583203
2008-11-10,16.685,17.147,15.845,13.15,25000,10.81345
2008-11-11,15.687,15.821,15.213,12.81,42800,10.533865
2008-11-12,15.286,15.335,14.423,12.09,102700,9.941798
2008-11-13,14.338,15.797,13.948,12.99,72300,10.681879
2008-11-14,17.159,17.159,14.873,12.5,57100,10.278945
2008-11-17,14.702,15.043,14.411,11.85,41200,9.744442
2008-11-18,14.897,14.897,13.73,11.8,93300,9.703327
2008-11-19,14.471,14.763,13.462,11.07,60200,9.103036
2008-11-20,13.097,13.182,12.051,10.27,92700,8.445181
2008-11-21,13.316,14.119,12.672,11.61,55200,9.547086
2008-11-24,13.961,14.824,13.961,12.18,389100,10.015805
2008-11-25,14.958,14.958,14.143,11.9,64100,9.785558
2008-11-26,14.216,15.627,14.216,12.85,42300,10.566759
2008-11-28,15.724,15.724,15.092,12.54,34900,10.311839
2008-12-01,14.848,15.055,13.681,11.25,83400,9.251053
2008-12-02,14.155,14.824,14.155,12.15,43300,9.991137
2008-12-03,14.873,14.946,14.289,12.26,14100,10.081592
2008-12-04,14.788,14.788,14.179,11.71,75700,9.629313
2008-12-05,14.508,15.092,14.179,12.41,24000,10.204937
2008-12-08,15.858,16.235,15.76,13.11,80000,10.78056
2008-12-09,15.614,16.308,15.614,13.02,69900,10.706551
2008-12-10,15.845,16.855,15.845,13.85,112300,11.389073
2008-12-11,16.514,17.293,16.478,13.73,41800,11.290396
2008-12-12,16.052,16.66,15.991,13.68,114900,11.249278
2008-12-15,16.745,16.745,16.113,13.39,22500,11.010809
2008-12-16,17.402,17.402,16.283,14.31,118600,11.767338
2008-12-17,17.633,17.791,17.025,14.48,118200,11.907131
2008-12-18,17.767,17.791,17.025,14.26,62700,11.726223
2008-12-19,17.254,17.254,16.536,13.83,89200,11.566482
2008-12-22,16.859,16.859,15.855,13.43,67000,11.231948
2008-12-23,16.118,16.118,15.807,13.33,58800,11.14832
2008-12-24,16.058,16.058,15.711,13.28,16900,11.106502
2008-12-26,16.154,16.154,15.723,13.4,13900,11.20686
2008-12-29,16.226,16.226,15.723,13.38,112400,11.190133
2008-12-30,16.142,16.261,15.963,13.6,71200,11.374126
2008-12-31,16.548,17.218,16.285,13.9,90300,11.625026
2009-01-02,17.947,17.947,16.62,14.49,52800,12.118463
2009-01-05,18.713,18.713,17.194,14.73,39800,12.319179
2009-01-06,17.804,18.533,17.672,14.94,67100,12.49481
2009-01-07,19.143,19.143,16.859,14.23,163000,11.901016
2009-01-08,16.823,17.051,16.489,13.97,365100,11.683568
2009-01-09,16.764,18.043,16.154,13.6,86800,11.374126
2009-01-12,17.565,17.565,15.413,13.09,34700,10.947597
2009-01-13,15.771,15.795,15.317,12.81,64000,10.713425
2009-01-14,15.628,15.628,14.982,12.61,73300,10.54616
2009-01-15,14.922,16.022,14.277,12.44,157200,10.403978
2009-01-16,15.281,16.118,14.863,12.74,41000,10.654881
2009-01-20,15.173,15.484,14.121,11.99,45800,10.027631
2009-01-21,14.229,15.484,14.229,12.39,79000,10.362164
2009-01-22,14.767,14.934,14.193,12.3,52600,10.286895
2009-01-23,14.468,14.767,13.942,12.31,38500,10.295257
2009-01-26,14.922,15.257,14.671,12.49,71900,10.445798
2009-01-27,14.982,15.209,14.863,12.62,39600,10.55452
2009-01-28,15.951,15.951,15.389,13.13,50000,10.981047
2009-01-29,15.676,15.699,14.946,12.56,65000,10.504342
2009-01-30,14.839,15.652,14.695,12.3,34700,10.286895
2009-02-02,14.994,14.994,14.348,12.42,53500,10.387254
2009-02-03,14.982,15.173,14.707,12.68,57200,10.604702
2009-02-04,15.305,16.022,15.197,12.83,56800,10.730149
2009-02-05,14.946,15.652,14.946,13.03,53100,10.897416
2009-02-06,16.07,16.453,15.975,13.63,70900,11.399217
2009-02-09,16.596,16.596,16.166,13.7,82700,11.457757
2009-02-10,16.429,17.218,15.424,12.96,261900,10.838874
2009-02-11,16.369,16.369,15.46,13.15,42700,10.997776
2009-02-12,16.56,16.56,15.161,13.04,43400,10.905784
2009-02-13,15.699,15.879,15.544,13.1,200100,10.955963
2009-02-17,16.56,16.56,14.193,11.97,161500,10.010905
2009-02-18,14.707,14.707,14.145,12.04,66300,10.069446
2009-02-19,14.576,15.03,14.324,12.07,88600,10.094537
2009-02-20,13.727,14.301,13.727,11.69,99000,9.776729
2009-02-23,14.073,14.492,13.571,11.46,105400,9.584374
2009-02-24,13.882,14.396,13.619,12.02,75800,10.052721
2009-02-25,14.372,14.815,13.798,11.89,89500,9.943999
2009-02-26,14.085,14.444,13.954,11.7,51100,9.785093
2009-02-27,14.803,14.803,13.643,11.59,69100,9.693097
2009-03-02,13.858,13.858,12.627,10.56,73100,8.831673
2009-03-03,13.033,13.26,12.435,10.83,102300,9.057486
2009-03-04,13.344,14.002,13.344,11.61,90100,9.709823
2009-03-05,13.38,13.679,13.236,11.07,37700,9.258204
2009-03-06,13.858,13.858,13.189,11.26,44700,9.417108
2009-03-09,13.248,13.655,13.117,11.07,33200,9.258204
2009-03-10,13.248,14.384,13.248,12.03,60000,10.061081
2009-03-11,14.611,14.611,14.229,12.07,36200,10.094537
2009-03-12,14.755,15.149,14.312,12.61,54200,10.54616
2009-03-13,15.472,15.472,14.898,12.64,40100,10.571248
2009-03-16,15.508,15.616,15.233,12.74,60200,10.654881
2009-03-17,15.592,15.616,15.114,13.06,35200,10.922506
2009-03-18,15.58,15.771,15.161,13.06,216500,10.922506
2009-03-19,16.106,16.106,15.436,12.99,42400,10.863965
2009-03-20,15.819,15.819,14.623,12.74,185600,10.654881
2009-03-23,16.8,16.8,14.946,13.82,201200,11.55812
2009-03-24,16.728,16.728,15.747,13.41,59900,11.215222
2009-03-25,16.991,16.991,16.01,13.85,41300,11.583211
2009-03-26,17.015,17.17,16.776,14.33,68700,11.984651
2009-03-27,16.991,17.72,16.429,13.88,82600,11.608299
2009-03-30,16.704,16.704,15.389,12.96,57600,10.838874
2009-03-31,15.963,16.106,15.58,13.31,44400,11.131591
2009-04-01,15.58,16.513,15.58,13.72,49900,11.474485
2009-04-02,16.859,17.613,16.859,14.47,104900,12.101739
2009-04-03,17.086,17.625,17.086,14.67,50000,12.269004
2009-04-06,17.637,17.935,17.158,14.63,35200,12.23555
2009-04-07,17.003,17.326,17.003,14.33,36300,11.984651
2009-04-08,17.051,17.445,17.039,14.49,60300,12.118463
2009-04-09,17.756,18.198,17.66,15.16,97700,12.678806
2009-04-13,18.151,19.012,18.031,15.43,95300,12.904616
2009-04-14,18.521,18.521,18.031,15.24,278200,12.74571
2009-04-15,18.462,18.629,18.067,15.33,230300,12.820982
2009-04-16,18.509,18.545,18.139,15.45,144200,12.921342
2009-04-17,18.462,18.581,18.163,15.31,517900,12.804255
2009-04-20,18.342,18.342,17.469,14.61,191700,12.218822
2009-04-21,17.445,18.019,17.397,15.04,196500,12.578444
2009-04-22,17.864,18.139,17.589,14.79,156800,12.369366
2009-04-23,17.971,18.151,17.708,15.05,54400,12.586808
2009-04-24,18.187,18.45,18.103,15.43,79700,12.904616
2009-04-27,18.127,18.127,17.553,14.79,76800,12.369366
2009-04-28,17.589,17.708,17.266,14.74,120400,12.327545
2009-04-29,17.637,18.713,17.637,15.42,190700,12.896251
2009-04-30,18.76,19.107,18.581,15.7,253500,13.130424
2009-05-01,20.339,20.339,18.796,16.139999,90200,13.498412
2009-05-04,19.729,20.506,19.669,16.959999,92400,14.184203
2009-05-05,20.602,20.602,20.028,17.08,545800,14.284564
2009-05-06,20.984,20.984,20.267,17.15,160600,14.34311
2009-05-07,22.12,22.12,19.729,16.799999,131700,14.050391
2009-05-08,21.271,21.271,20.315,17.459999,84200,14.602372
2009-05-11,20.375,20.626,20.219,17.110001,62900,14.309661
2009-05-12,20.721,20.817,20.136,17.110001,60200,14.309661
2009-05-13,19.597,20.434,19.526,16.469999,69600,13.774403
2009-05-14,20.064,20.064,19.012,16.27,112400,13.607135
2009-05-15,19.418,19.896,19.418,16.52,61200,13.816217
2009-05-18,20.255,20.626,19.777,17.200001,102700,14.384924
2009-05-19,20.363,21.176,20.363,17.549999,88200,14.677643
2009-05-20,21.248,21.534,21.056,17.65,72800,14.761274
2009-05-21,21.343,21.343,20.399,17.26,123200,14.435103
2009-05-22,20.996,20.996,20.53,17.280001,80400,14.451832
2009-05-26,20.65,21.128,20.112,17.389999,152900,14.543828
2009-05-27,21.08,21.08,20.59,17.24,68400,14.418378
2009-05-28,20.949,21.307,20.853,17.82,40300,14.903449
2009-05-29,21.499,21.594,21.319,18.01,72900,15.062353
2009-06-01,22.67,22.67,21.953,18.74,184300,15.672877
2009-06-02,22.443,22.945,21.905,18.469999,150900,15.447064
2009-06-03,22.061,22.132,20.937,17.780001,346000,14.869997
2009-06-04,21.487,21.57,21.14,18,92500,15.053987
2009-06-05,22.12,22.12,21.355,18.030001,189700,15.079077
2009-06-08,21.248,21.63,20.984,17.719999,118800,14.819815
2009-06-09,21.487,21.487,21.116,17.879999,70300,14.95363
2009-06-10,21.678,21.905,21.391,18.129999,63800,15.162714
2009-06-11,21.857,22.312,21.833,18.52,173000,15.488886
2009-06-12,22.18,22.18,21.654,18.26,72400,15.271436
2009-06-15,21.774,21.774,20.841,17.610001,114900,14.727821
2009-06-16,20.925,21.331,20.65,17.27,92400,14.44347
2009-06-17,20.566,20.805,20.195,17.18,87000,14.368198
2009-06-18,20.387,20.745,20.183,16.93,135000,14.159116
2009-06-19,20.512,20.715,20.261,17.030001,88900,14.26381
2009-06-22,20.345,20.404,19.592,16.48,315300,13.803145
2009-06-23,19.927,19.927,19.091,16.559999,72900,13.870151
2009-06-24,19.831,20.488,19.831,16.84,39400,14.104673
2009-06-25,20.249,20.607,20.106,17.200001,60700,14.406197
2009-06-26,20.512,20.846,20.512,17.42,119500,14.590463
2009-06-29,20.918,21.013,20.751,17.459999,59900,14.623965
2009-06-30,20.953,21.109,20.488,17.360001,153200,14.540209
2009-07-01,20.822,21.395,20.822,17.76,43400,14.875237
2009-07-02,21.097,21.097,20.536,17.290001,79800,14.481579
