"Date","VB.Open","VB.High","VB.Low","VB.Close","VB.Volume","VB.Adjusted"
2007-03-08,80.466,80.816,80.116,68.870003,54000,58.987732
2007-03-09,80.933,81.05,80.244,69.199997,50500,59.27039
2007-03-12,80.863,81.155,80.49,69.400002,22500,59.4417
2007-03-13,80.571,80.665,79.042,67.849998,37900,58.114105
2007-03-14,79.182,79.917,78.341,68.360001,56400,58.550911
2007-03-15,79.882,80.501,79.882,68.949997,24300,59.056274
2007-03-16,80.56,80.63,79.859,68.580002,28000,58.739357
2007-03-19,80.618,81.108,80.501,69.300003,29300,59.356037
2007-03-20,80.887,81.505,80.77,69.790001,66500,59.77573
2007-03-21,81.692,83.058,81.482,71.07,177500,60.872078
2007-03-22,83.065,83.065,82.61,71.059998,57700,60.875504
2007-03-23,83.065,83.252,82.913,71.260002,43300,61.046833
2007-03-26,83.229,83.31,82.4,71.169998,120700,60.969723
2007-03-27,82.937,82.937,82.295,70.730003,36900,60.5928
2007-03-28,82.213,82.411,81.559,70.309998,67500,60.232971
2007-03-29,82.645,82.645,81.594,70.440002,48500,60.344364
2007-03-30,82.201,82.808,81.781,70.529999,38800,60.421452
2007-04-02,82.645,82.692,82.213,70.839996,30100,60.687038
2007-04-03,83.065,83.649,83.053,71.489998,751100,61.243862
2007-04-04,83.404,83.45,83.065,71.43,29500,61.192455
2007-04-05,83.38,83.777,83.38,71.690002,22700,61.415207
2007-04-09,83.742,83.882,83.485,71.669998,95300,61.398064
2007-04-10,83.754,84.081,83.754,71.910004,52200,61.603695
2007-04-11,83.999,83.999,83.112,71.489998,30900,61.243862
2007-04-12,83.404,84.057,82.925,72,51000,61.680771
2007-04-13,84.104,84.454,83.789,72.349998,41600,61.98061
2007-04-16,84.933,85.516,84.933,73.260002,60200,62.760181
2007-04-17,85.668,85.668,85.12,73.160004,232600,62.674522
2007-04-18,85.108,85.33,84.828,72.889999,86300,62.443214
2007-04-19,84.419,84.979,84.197,72.449997,38600,62.066269
2007-04-20,85.155,85.505,84.991,73.199997,156200,62.708786
2007-04-23,85.528,85.715,85.248,73.260002,51300,62.760181
2007-04-24,85.657,85.657,84.828,73.160004,58400,62.674522
2007-04-25,85.878,86.24,85.423,73.589996,41200,63.042885
2007-04-26,86.042,86.38,85.668,73.889999,30800,63.299889
2007-04-27,86.123,86.205,85.692,73.68,332900,63.11998
2007-04-30,86.042,86.042,84.513,72.400002,32900,62.023449
2007-05-01,84.711,84.828,83.894,72.57,36800,62.169075
2007-05-02,84.711,86.135,84.711,73.599998,41200,63.05146
2007-05-03,85.808,86.17,85.68,73.669998,22700,63.111408
2007-05-04,86.088,86.357,85.937,73.940002,23200,63.342712
2007-05-07,86.38,86.555,86.193,73.970001,38800,63.368408
2007-05-08,85.832,86.322,85.388,73.75,41300,63.17997
2007-05-09,85.925,86.894,85.832,74.349998,52000,63.693954
2007-05-10,86.334,86.415,85.353,73.120003,37000,62.640259
2007-05-11,85.727,86.415,85.68,74.029999,23000,63.41983
2007-05-14,86.287,86.637,85.657,73.449997,29100,62.922943
2007-05-15,85.715,86.392,85.05,72.919998,42100,62.468918
2007-05-16,85.376,85.692,84.781,73.410004,22800,62.888691
2007-05-17,85.47,85.75,85.201,73.110001,30000,62.631691
2007-05-18,85.54,86.369,85.365,73.739998,42500,63.171391
2007-05-21,86.24,87.466,86.158,74.57,63100,63.882442
2007-05-22,87.186,87.793,86.999,75.050003,47100,64.293648
2007-05-23,87.723,88.213,87.221,74.760002,34200,64.045189
2007-05-24,87.291,87.664,85.68,73.580002,34400,63.034309
2007-05-25,86.334,86.742,86.217,74.220001,61000,63.582596
2007-05-29,86.894,87.396,86.8,74.739998,40900,64.028076
2007-05-30,86.8,87.933,86.649,75.290001,35300,64.49926
2007-05-31,88.178,88.54,87.968,75.629997,84100,64.79052
2007-06-01,88.773,89.228,88.668,76.209999,68400,65.287376
2007-06-04,88.773,89.158,88.621,76.349998,38000,65.407303
2007-06-05,88.843,88.96,88.225,75.879997,64300,65.004677
2007-06-06,87.909,87.944,87.349,75.029999,434200,64.276512
2007-06-07,87.291,87.419,85.902,73.599998,60700,63.05146
2007-06-08,85.96,86.976,85.481,74.379997,253100,63.719673
2007-06-11,86.672,87.151,86.31,74.25,54600,63.608311
2007-06-12,86.369,86.567,85.575,73.410004,19100,62.888691
2007-06-13,85.948,86.964,85.89,74.339996,48600,63.685402
2007-06-14,86.987,87.711,86.952,74.790001,33100,64.070892
2007-06-15,88.306,88.586,88.143,75.589996,98900,64.756241
2007-06-18,88.61,88.61,87.746,75.540001,31100,64.713394
2007-06-19,87.909,88.446,87.513,75.699997,60000,64.850479
2007-06-20,88.551,88.575,87.151,74.690002,81500,63.985233
2007-06-21,86.847,87.641,86.497,75.080002,43800,64.319328
2007-06-22,87.139,87.559,86.415,74.339996,735200,63.685402
2007-06-25,86.777,87.302,85.995,73.900002,94900,63.308445
2007-06-26,86.695,86.719,85.797,73.5,52200,62.965797
2007-06-27,85.493,87.186,85.213,74.690002,40400,63.985233
2007-06-28,87.232,87.699,87.221,74.779999,26300,64.062332
2007-06-29,87.594,87.968,86.66,74.589996,63600,63.899555
2007-07-02,87.466,87.956,87.349,75.32,39500,64.524948
2007-07-03,88.178,88.458,88.12,75.620003,34000,64.781944
2007-07-05,88.481,88.61,87.956,75.839996,60000,64.970406
2007-07-06,88.54,89.007,88.131,76.110001,27500,65.201691
2007-07-09,89.042,89.077,88.54,76.160004,52600,65.244553
2007-07-10,88.493,88.493,87.407,74.879997,55900,64.14801
2007-07-11,87.396,87.956,87.104,75.349998,60900,64.550652
2007-07-12,88.365,89.193,88.33,76.410004,34800,65.458725
2007-07-13,89.065,89.474,88.983,76.580002,50900,65.604355
2007-07-16,89.263,89.427,88.633,76.029999,27200,65.133186
2007-07-17,88.995,89.287,88.797,76.080002,31800,65.17601
2007-07-18,88.19,88.551,87.548,75.839996,41900,64.970406
2007-07-19,89.088,89.228,88.878,76.139999,38800,65.227402
2007-07-20,88.715,88.913,87.197,75.07,114500,64.310768
2007-07-23,88.085,88.248,87.618,75.080002,60600,64.319328
2007-07-24,86.707,86.73,85.038,73.160004,87400,62.674522
2007-07-25,86.007,86.229,84.443,73.059998,101900,62.588829
2007-07-26,83.882,84.454,82.061,71.25,331100,61.038269
2007-07-27,82.913,83.695,81.244,69.599998,98200,59.624741
2007-07-30,81.793,83.077,81.478,70.82,177000,60.669876
2007-07-31,83.567,83.824,81.653,69.949997,249200,59.924587
2007-08-01,81.594,82.446,80.731,70.309998,220800,60.232971
2007-08-02,82.493,82.878,82.061,71,43300,60.824089
2007-08-03,82.843,82.843,79.727,68.739998,73200,58.888008
2007-08-06,80.462,81.034,78.583,69.239998,160800,59.316345
2007-08-07,80.497,81.944,80.042,69.800003,181100,59.796082
2007-08-08,82.178,83.906,81.898,71.330002,206100,61.106808
2007-08-09,81.945,82.972,81.232,69.699997,107500,59.710396
2007-08-10,80.485,82.727,80.007,70.199997,81000,60.138733
2007-08-13,83.345,83.415,81.664,69.959999,43300,59.933151
2007-08-14,81.886,81.886,79.913,68.550003,66500,58.725227
2007-08-15,79.738,81.034,78.338,67.160004,264700,57.534443
2007-08-16,78.116,79.68,76.458,68.199997,254300,58.425388
2007-08-17,81.583,81.583,80.38,69.629997,47800,59.650429
2007-08-20,81.711,82.003,80.719,69.900002,209900,59.881752
2007-08-21,81.711,82.213,81.314,70.120003,116200,60.070221
2007-08-22,82.727,83.1,82.283,71.040001,103700,60.858349
2007-08-23,83.404,83.497,81.968,70.43,123500,60.335781
2007-08-24,82.306,83.38,82.015,71.349998,205300,61.12394
2007-08-27,83.053,83.112,82.341,70.610001,125800,60.489975
2007-08-28,81.956,81.98,80.24,68.769997,37500,58.913704
2007-08-29,80.859,82.225,80.695,70.43,85100,60.335781
2007-08-30,81.466,82.657,81.384,70,59400,59.967407
2007-08-31,82.89,83.264,82.26,71.019997,87300,60.841225
2007-09-04,82.82,84.349,82.762,71.82,91200,61.526573
2007-09-05,83.38,83.38,82.528,71.120003,119800,60.926884
2007-09-06,83.147,83.462,82.54,71.239998,142300,61.02969
2007-09-07,82.155,82.155,81.279,69.970001,210200,59.941723
2007-09-10,82.166,82.166,79.96,69.309998,112400,59.376308
2007-09-11,81.443,82.12,81.244,70.309998,119400,60.232971
2007-09-12,82.026,82.423,81.711,70.059998,119700,60.018826
2007-09-13,82.166,82.785,81.594,70.440002,120800,60.344364
2007-09-14,81.408,82.516,81.373,70.629997,143000,60.507133
2007-09-17,82.376,82.47,81.664,70.059998,95700,60.018826
2007-09-18,82.271,84.758,81.839,72.610001,149100,62.20335
2007-09-19,85.563,86.392,85.4,73.440002,139000,62.914406
2007-09-20,85.516,85.668,84.478,72.699997,39300,62.280441
2007-09-21,85.271,85.633,85.085,72.970001,46900,62.511761
2007-09-24,85.213,85.458,84.244,72.389999,79300,62.014866
2007-09-25,83.894,84.372,83.59,72.25,65500,61.894943
2007-09-26,84.769,85.271,84.513,72.690002,81900,62.271889
2007-09-27,85.26,85.458,84.991,73.209999,93000,62.71735
2007-09-28,85.388,85.668,84.548,72.669998,160000,62.25473
2007-10-01,84.863,86.579,84.863,74.040001,168800,63.428379
2007-10-02,86.684,87.151,86.462,74.550003,51000,63.865295
2007-10-03,86.835,87.081,86.287,74.230003,42100,63.591175
2007-10-04,86.87,86.941,86.357,74.379997,45900,63.719673
2007-10-05,87.594,88.645,87.302,75.650002,131100,64.807632
2007-10-08,88.131,88.411,87.606,75.260002,44800,64.473534
2007-10-09,88.178,88.575,87.594,75.830002,57400,64.961853
2007-10-10,88.423,88.528,87.793,75.739998,65700,64.88475
2007-10-11,88.913,89.24,87.151,75.050003,74600,64.293648
2007-10-12,87.874,88.376,87.606,75.379997,66000,64.57634
2007-10-15,88.248,88.248,86.754,74.989998,51000,64.242249
2007-10-16,86.976,87.046,86.357,74.040001,110700,63.428379
2007-10-17,87.314,87.314,85.692,74.239998,43000,63.599728
2007-10-18,86.217,86.73,86.077,74.120003,29100,63.496937
2007-10-19,86.217,86.287,83.684,71.690002,93100,61.415207
2007-10-22,82.972,85.131,82.925,72.93,250600,62.477482
2007-10-23,85.668,85.797,84.641,73.379997,81900,62.86298
2007-10-24,85.33,85.435,83.602,72.959999,288900,62.50317
2007-10-25,85.271,85.563,84.034,72.540001,148100,62.143375
2007-10-26,85.762,86.158,84.921,73.769997,129800,63.197094
2007-10-29,86.544,86.742,85.843,73.959999,59600,63.359848
2007-10-30,86.077,86.264,85.505,73.25,96600,62.75161
2007-10-31,86.112,87.244,85.225,74.489998,172300,63.813889
2007-11-01,85.762,85.878,83.976,72.059998,346100,61.73217
2007-11-02,84.921,84.921,83.205,72.269997,189600,61.912086
2007-11-05,84.536,84.536,82.832,71.470001,171500,61.226746
2007-11-06,84.408,84.676,83.018,72.540001,179700,62.143375
2007-11-07,84.151,84.151,82.155,70.480003,143600,60.378616
2007-11-08,82.878,82.972,80.777,70.769997,243200,60.627048
2007-11-09,81.419,82.528,80.976,69.889999,107300,59.873196
2007-11-12,81.443,82.423,80.544,69,123200,59.110741
2007-11-13,81.921,82.797,81.501,70.870003,72500,60.712723
2007-11-14,83.345,83.45,81.98,70.529999,139300,60.421452
2007-11-15,82.481,82.481,80.509,69.470001,105700,59.513371
2007-11-16,81.664,81.664,79.96,69.07,164500,59.170708
2007-11-19,80.474,80.474,78.711,67.690002,110200,57.988495
2007-11-20,80.859,80.859,77.625,67.769997,149600,58.057018
2007-11-21,77.847,78.851,77.427,66.75,111400,57.18322
2007-11-23,78.874,79.867,78.536,68.419998,41400,58.613869
2007-11-26,79.937,79.937,77.497,66.389999,62400,56.874813
2007-11-27,78.373,78.548,77.462,67.089996,101700,57.47448
2007-11-28,79.446,81.057,78.874,69.389999,115900,59.444843
2007-11-29,81.302,81.302,80.275,69.169998,106300,59.256382
2007-11-30,82.143,82.225,80.66,69.540001,137100,59.573353
2007-12-03,81.454,81.454,80.334,68.889999,96300,59.016502
2007-12-04,80.555,80.555,79.271,68.25,131800,58.468231
2007-12-05,81.034,81.431,80.369,69.410004,198200,59.461987
2007-12-06,81.361,83.077,81.104,71.169998,67700,60.969723
2007-12-07,83.415,83.415,82.692,71.209999,90900,61.003994
2007-12-10,82.89,83.964,82.89,71.849998,111800,61.552273
2007-12-11,84.209,84.209,80.906,69.370003,218900,59.427715
2007-12-12,83.777,83.777,80.614,69.82,108700,59.813217
2007-12-13,80.719,81.349,80.24,69.620003,109900,59.641888
2007-12-14,81.127,81.279,79.75,68.339996,103100,58.54533
2007-12-17,79.19,79.552,78.338,67.239998,254400,57.602982
2007-12-18,78.804,79.61,77.871,68.080002,366800,58.322594
2007-12-19,80.088,80.088,78.875,68.360001,159800,58.562466
2007-12-20,78.593,78.72,76.844,68.379997,158600,59.398098
2007-12-21,80.067,80.067,79.399,69.360001,208000,60.249374
2007-12-24,79.779,80.861,79.779,70.169998,92700,60.952984
2007-12-26,80.677,81.092,80.228,70.279999,214300,61.048531
2007-12-27,80.769,80.769,78.881,68.610001,193600,59.597878
2007-12-28,80.125,80.125,78.616,68.290001,206000,59.319939
2007-12-31,78.029,78.858,77.799,68.07,199900,59.128826
2008-01-02,78.801,78.801,76.855,67.160004,253300,58.338352
2008-01-03,77.592,77.592,76.245,66.43,148700,57.704243
2008-01-04,75.278,75.485,73.781,64.510002,117100,56.036449
2008-01-07,74.61,74.725,73.206,64.349998,474100,55.897449
2008-01-08,74.38,75.082,72.193,62.810001,661500,54.55975
2008-01-09,72.388,72.803,70.696,63.240002,424900,54.933254
2008-01-10,71.974,74.012,71.847,63.889999,372000,55.497883
2008-01-11,72.906,73.229,71.928,62.709999,328200,54.472881
2008-01-14,72.837,73.033,72.227,63.099998,305900,54.811646
2008-01-15,72.032,72.032,71.007,61.880001,356200,53.751892
2008-01-16,71.134,72.181,70.431,61.889999,365500,53.760578
2008-01-17,71.675,71.79,69.315,60.299999,292200,52.379444
2008-01-18,69.556,70.328,68.06,59.77,514500,51.91906
2008-01-22,69.821,69.821,65.389,59.380001,327500,51.580284
2008-01-23,67.15,70.662,66.77,61.150002,322500,53.11779
2008-01-24,70.938,71.698,70.132,61.580002,186000,53.491302
2008-01-25,71.939,72.008,70.017,61.23,197800,53.187283
2008-01-28,70.949,71.893,69.729,62.439999,408900,54.238338
2008-01-29,72.365,72.584,71.375,62.970001,200500,54.698723
2008-01-30,71.893,73.574,70.857,61.84,283000,53.717155
2008-01-31,70.27,73.954,70.27,63.720001,173200,55.350208
2008-02-01,73.827,75.416,73.643,65.510002,280600,56.905098
2008-02-04,75.405,75.405,74.334,64.650002,149000,56.158047
2008-02-05,72.999,74.023,72.377,63.259998,197000,54.95063
2008-02-06,72.757,73.321,71.375,62.490002,205300,54.281769
2008-02-07,71.018,72.872,71.018,63.27,131600,54.95932
2008-02-08,72.653,73.148,71.721,62.82,102500,54.568428
2008-02-11,72.135,72.895,71.525,63.040001,201200,54.759529
2008-02-12,73.217,73.758,72.492,63.41,163100,55.080933
2008-02-13,73.977,74.495,73.39,64.559998,88400,56.079861
2008-02-14,74.748,74.748,72.803,63.419998,230900,55.089619
2008-02-15,72.803,72.849,71.836,63.040001,221800,54.759529
2008-02-19,73.77,73.781,72.469,63.290001,232100,54.976692
2008-02-20,72.434,73.735,72.17,63.939999,348900,55.541306
2008-02-21,74.115,74.484,72.25,63.119999,286700,54.82901
2008-02-22,72.573,73.298,71.203,63.669998,225300,55.306774
2008-02-25,72.642,74.265,72.273,64.360001,418400,55.906136
2008-02-26,73.701,75.324,73.701,64.870003,312700,56.349152
2008-02-27,74.276,75.255,73.989,64.760002,95300,56.253601
2008-02-28,74.15,74.23,73.194,63.849998,295400,55.463131
2008-02-29,72.872,72.929,71.272,62.200001,221600,54.029861
2008-03-03,71.755,71.801,70.512,62.09,290900,53.934303
2008-03-04,71.226,71.364,69.959,61.709999,522200,53.604229
2008-03-05,71.421,71.928,70.719,62.110001,709900,53.951691
2008-03-06,71.076,71.226,69.119,60.189999,300200,52.283886
2008-03-07,68.82,69.787,68.267,59.950001,808700,52.075409
2008-03-10,69.084,69.107,67.162,58.619999,502700,50.920105
2008-03-11,69.407,69.982,67.979,60.790001,404400,52.805073
2008-03-12,71.117,71.117,69.253,60.200001,181600,52.313221
2008-03-13,68.585,70.553,67.906,61.150002,274600,53.138767
2008-03-14,71.105,71.105,68.125,59.849998,468100,52.009079
2008-03-17,66.744,68.424,66.422,58.709999,294000,51.018433
2008-03-18,68.977,70.473,68.263,61.240002,341000,53.216976
2008-03-19,70.68,71.221,68.758,59.779999,203200,51.948246
2008-03-20,69.195,70.392,68.654,60.57,173600,52.634747
2008-03-24,70.622,72.728,70.553,62.91,560300,54.668179
2008-03-25,72.348,72.889,71.75,63.130001,391200,54.85936
2008-03-26,72.509,72.682,71.877,62.619999,219200,54.41618
2008-03-27,72.452,72.544,71.359,62.150002,211800,54.007759
2008-03-28,71.393,71.681,70.473,61.48,141400,53.425533
2008-03-31,70.519,71.6,70.369,61.650002,159300,53.57325
2008-04-01,71.923,73.476,71.773,63.759998,225400,55.406834
2008-04-02,73.626,74.282,73.223,64.089996,85100,55.693596
2008-04-03,73.361,74.282,73.303,64.5,59400,56.049885
2008-04-04,74.109,74.638,73.591,64.349998,117500,55.919533
2008-04-07,74.546,74.742,73.752,64.190002,157000,55.780491
2008-04-08,73.361,74.144,73.338,64.349998,111700,55.919533
2008-04-09,74.028,74.155,72.429,63.25,101800,54.963646
2008-04-10,72.671,73.637,72.245,63.75,117800,55.39814
2008-04-11,72.498,72.648,71.428,62.299999,159900,54.1381
2008-04-14,71.635,72.084,71.198,62.150002,150700,54.007759
2008-04-15,71.911,72.026,71.232,62.549999,101700,54.355347
2008-04-16,72.613,74.19,72.613,64.470001,67700,56.023811
2008-04-17,73.913,73.913,73.257,64.209999,147800,55.797871
2008-04-18,75.03,75.294,74.569,64.889999,198400,56.38879
2008-04-21,74.489,74.845,74.339,65,70300,56.484379
2008-04-22,74.42,74.42,72.855,63.919998,107900,55.545864
2008-04-23,73.649,74.063,73.131,64.080002,97300,55.68491
2008-04-24,73.718,75.064,72.935,64.830002,224200,56.336658
2008-04-25,75.087,75.605,74.259,65.550003,119900,56.962318
2008-04-28,75.49,76.1,75.076,65.889999,82100,57.257774
2008-04-29,75.663,75.743,74.857,65.389999,126700,56.82328
2008-04-30,75.513,76.123,74.765,65.150002,124100,56.614735
2008-05-01,74.938,76.422,74.857,66.360001,74000,57.666206
2008-05-02,77.066,77.193,76.042,66.370003,119900,57.674892
2008-05-05,76.226,76.595,75.893,66.129997,91800,57.466335
2008-05-06,75.881,76.974,75.674,66.629997,64600,57.900837
2008-05-07,76.767,77.135,75.49,65.730003,89000,57.11874
2008-05-08,75.916,76.077,75.352,65.919998,121600,57.283855
2008-05-09,75.375,76.1,75.294,65.949997,72700,57.309914
2008-05-12,76.111,77.193,75.847,66.970001,90400,58.196293
2008-05-13,77.32,77.688,76.79,67.470001,177400,58.630775
2008-05-14,77.791,78.562,77.63,67.540001,143100,58.691624
2008-05-15,77.826,78.62,77.446,68.32,258900,59.369427
2008-05-16,79,79,77.607,68.169998,189300,59.239086
2008-05-19,78.321,79.264,78.045,68.18,125900,59.247768
2008-05-20,78.125,78.171,77.423,67.879997,200500,58.987061
2008-05-21,78.206,78.678,76.698,66.949997,329200,58.178894
2008-05-22,77.205,77.745,76.997,67.239998,367900,58.430923
2008-05-23,77.101,77.159,75.95,66.449997,124200,57.744411
2008-05-27,76.595,77.354,76.503,67.220001,159100,58.413536
2008-05-28,77.711,77.93,77.043,67.650002,92400,58.787197
2008-05-29,77.584,78.931,77.584,68.139999,79800,59.213001
2008-05-30,78.585,78.862,78.171,68.300003,291600,59.352055
2008-06-02,78.839,78.839,77.285,67.910004,238400,59.013142
2008-06-03,78.47,78.654,77.17,67.739998,248000,58.865414
2008-06-04,77.849,78.988,77.55,68.120003,114800,59.195637
2008-06-05,78.62,80.058,78.482,69.57,110200,60.455669
2008-06-06,79.782,80.035,77.711,67.529999,121800,58.682915
2008-06-09,77.953,78.16,76.606,67.099998,171300,58.309261
2008-06-10,76.825,77.32,76.526,66.860001,138500,58.100693
2008-06-11,76.813,76.882,75.432,65.550003,91400,56.962318
2008-06-12,75.881,76.652,75.363,65.739998,108400,57.127426
2008-06-13,76.077,76.986,75.985,66.900002,82700,58.135464
2008-06-16,76.56,77.722,76.56,67.349998,85200,58.526512
2008-06-17,77.849,77.849,77.112,67.050003,108200,58.26582
2008-06-18,76.698,76.882,76.031,66.529999,167100,57.813931
2008-06-19,76.491,77.147,76.215,67.040001,104500,58.257114
2008-06-20,76.813,76.813,75.352,65.919998,160700,57.283855
2008-06-23,76.307,76.307,75.041,65.260002,168000,56.710316
2008-06-24,74.765,75.007,73.81,64.330002,132300,55.902157
2008-06-25,74.132,75.352,74.121,64.989998,97900,56.475685
2008-06-26,74.074,74.074,72.751,63.290001,136800,54.998402
2008-06-27,72.935,73.119,72.141,63.099998,103000,54.833302
2008-06-30,72.751,73.004,71.923,62.529999,227200,54.337971
2008-07-01,71.152,72.072,70.576,62.48,148600,54.294518
2008-07-02,71.946,72.394,69.851,60.700001,187400,52.747719
2008-07-03,69.863,70.093,68.804,60.349998,115300,52.443562
2008-07-07,69.679,70.047,67.964,59.759998,327100,51.930866
2008-07-08,68.85,70.772,67.849,61.5,611100,53.442909
2008-07-09,70.818,71.013,68.873,59.880001,301700,52.035145
2008-07-10,68.977,69.909,68.562,60.290001,191200,52.391434
2008-07-11,68.954,70.173,68.137,60.5,314000,52.573914
2008-07-14,70.196,70.358,68.263,59.73,254200,51.904797
2008-07-15,67.895,69.402,66.744,59.23,276900,51.470303
2008-07-16,68.677,70.634,68.033,61.25,373300,53.22567
2008-07-17,70.933,71.635,70.288,62.25,249200,54.094658
2008-07-18,72.015,72.015,70.864,61.880001,234000,53.773132
2008-07-21,71.704,71.923,71.221,62.450001,276900,54.268456
2008-07-22,71.554,73.396,71.14,63.759998,386200,55.406834
2008-07-23,73.407,74.385,73.177,64.099998,315200,55.702286
2008-07-24,73.798,73.798,71.646,62.360001,296800,54.190254
2008-07-25,72.406,72.889,71.923,62.810001,270500,54.581287
2008-07-28,72.049,72.532,71.117,61.860001,107600,53.755741
2008-07-29,71.543,73.096,71.37,63.48,438200,55.163517
2008-07-30,73.419,73.833,72.555,63.950001,507500,55.571945
2008-07-31,72.774,73.959,72.774,63.439999,1429000,55.128754
2008-08-01,73.384,73.626,72.268,63.66,358300,55.319931
2008-08-04,73.039,73.096,71.842,62.610001,143600,54.407494
2008-08-05,72.751,73.764,72.532,63.98,202900,55.598011
2008-08-06,73.568,74.466,73.073,64.419998,215400,55.980362
2008-08-07,73.361,74.017,72.809,63.419998,96100,55.11137
2008-08-08,73.108,75.076,72.901,64.959999,342200,56.449623
2008-08-11,75.007,76.94,74.868,66.25,269600,57.570618
2008-08-12,76.203,76.364,75.386,65.75,559600,57.136135
2008-08-13,75.651,76.134,74.891,65.870003,192400,57.24041
2008-08-14,75.179,76.779,75.179,66.440002,281200,57.735729
2008-08-15,77.043,77.366,75.95,66.480003,823100,57.770485
2008-08-18,76.71,76.733,74.972,65.400002,377700,56.831978
2008-08-19,75.214,75.214,73.948,64.470001,140300,56.023811
2008-08-20,74.615,74.972,73.81,64.599998,121200,56.136776
2008-08-21,74.27,74.466,73.695,64.300003,113900,55.876087
2008-08-22,74.351,75.26,74.351,65.400002,230200,56.831978
2008-08-25,75.018,75.018,73.303,63.970001,184100,55.589314
2008-08-26,73.775,74.074,73.165,64.150002,60900,55.745747
2008-08-27,74.017,75.007,73.925,64.919998,144500,56.41486
2008-08-28,75.087,76.111,74.972,66.139999,170900,57.475029
2008-08-29,75.87,75.939,75.064,65.480003,1905100,56.901501
2008-09-02,76.399,76.94,74.615,65.410004,130800,56.840672
2008-09-03,75.248,75.996,74.822,65.559998,133800,56.971012
2008-09-04,74.799,74.914,72.843,63.57,157200,55.241734
2008-09-05,73.039,73.442,71.508,63.599998,180400,55.267792
2008-09-08,75.363,76.238,73.442,64.709999,131000,56.232384
2008-09-09,74.512,74.834,71.796,62.389999,119300,54.216316
2008-09-10,72.44,73.108,71.462,63.009998,213000,54.755081
2008-09-11,72.164,73.062,70.967,63.490002,137800,55.172211
2008-09-12,72.59,73.626,72.21,63.630001,174700,55.293858
2008-09-15,71.428,72.59,70.139,61.09,292600,53.086628
2008-09-16,69.264,72.003,69.046,62.57,377400,54.372734
2008-09-17,71.163,71.244,68.574,59.59,334800,51.783138
2008-09-18,70.553,72.659,67.791,62.799999,224900,54.572601
2008-09-19,85.686,86.307,74.431,65.769997,258400,57.1535
2008-09-22,75.95,75.95,72.521,63.369999,141100,55.067928
2008-09-23,72.659,73.108,71.347,62.07,321900,53.938229
2008-09-24,71.612,71.727,70.381,61.41,351100,53.364697
2008-09-25,70.726,71.946,70.576,61.959999,201300,53.842644
