"Date","VEA.Open","VEA.High","VEA.Low","VEA.Close","VEA.Volume","VEA.Adjusted"
2008-05-14,63.128,63.128,62.277,46.860001,138700,35.237263
2008-05-15,62.689,63.34,62.662,47.560001,167500,35.763653
2008-05-16,63.66,64.005,63.46,48.130001,259500,36.192265
2008-05-19,63.925,64.218,63.699,48.049999,204100,36.132118
2008-05-20,63.699,63.699,63.074,47.610001,195500,35.801243
2008-05-21,63.487,63.487,62.463,47.080002,236200,35.40271
2008-05-22,63.008,63.832,63.008,47.529999,233400,35.741085
2008-05-23,63.54,63.54,62.37,46.900002,176400,35.267345
2008-05-27,62.25,62.303,61.891,46.849998,240200,35.229744
2008-05-28,62.609,62.609,61.878,46.919998,559800,35.282391
2008-05-29,62.675,62.675,61.838,46.77,251700,35.16959
2008-05-30,62.622,62.636,62.343,47.009998,209600,35.35006
2008-06-02,64.165,64.165,61.678,46.57,303600,35.019199
2008-06-03,62.596,62.596,61.439,46.41,222500,34.898876
2008-06-04,61.705,61.718,61.226,46.18,294200,34.725937
2008-06-05,62.463,62.463,61.386,46.900002,240300,35.267345
2008-06-06,61.824,61.824,60.574,45.580002,765600,34.274754
2008-06-09,61.279,61.279,60.202,45.549999,199800,34.252193
2008-06-10,59.537,59.843,59.351,44.73,188800,33.635582
2008-06-11,59.723,59.723,58.619,44.119999,293500,33.176876
2008-06-12,58.526,58.752,58.22,43.939999,232300,33.041512
2008-06-13,58.42,59.005,58.327,44.299999,189300,33.312241
2008-06-16,58.978,59.391,58.846,44.52,198800,33.477665
2008-06-17,59.244,59.883,59.244,44.68,198800,33.597973
2008-06-18,59.178,59.178,58.686,44.279999,139000,33.297188
2008-06-19,58.965,58.965,58.42,44.16,191200,33.206955
2008-06-20,58.686,58.686,57.343,43.220001,402800,32.500099
2008-06-23,57.782,57.782,57.25,43.150002,214200,32.447468
2008-06-24,57.369,57.582,56.904,43.040001,352600,32.364738
2008-06-25,57.369,58.314,57.369,43.529999,359300,32.733208
2008-06-26,57.675,57.675,56.345,42.450001,802000,31.921087
2008-06-27,56.199,57.024,56.199,42.66,332500,32.079002
2008-06-30,57.383,57.383,56.97,42.93,602000,32.282024
2008-07-01,56.133,56.545,55.614,42.5,7577400,31.958698
2008-07-02,56.864,57.236,55.415,41.779999,954200,31.417269
2008-07-03,56.146,56.186,55.441,42.029999,682600,31.605257
2008-07-07,55.042,57.05,55.042,41.669998,1786500,31.334547
2008-07-08,55.375,55.747,54.843,41.889999,677100,31.499979
2008-07-09,55.933,56.079,55.109,41.52,1206700,31.221758
2008-07-10,55.188,55.627,54.949,41.75,918400,31.394709
2008-07-11,54.976,54.976,54.031,40.98,507500,30.815693
2008-07-14,55.175,55.494,54.311,40.91,408300,30.763062
2008-07-15,54.258,54.258,53.287,40.23,451800,30.251719
2008-07-16,53.513,54.657,53.287,41.009998,899900,30.838247
2008-07-17,55.401,55.84,55.016,41.599998,444300,31.28191
2008-07-18,55.149,55.747,55.149,41.919998,301200,31.522549
2008-07-21,56.079,56.226,55.813,42.220001,229200,31.748133
2008-07-22,55.614,56.159,55.188,42.209999,745900,31.74061
2008-07-23,56.465,56.691,56.319,42.470001,327600,31.936129
2008-07-24,56.97,56.984,55.401,41.740002,457200,31.38719
2008-07-25,55.454,55.76,55.255,41.740002,561900,31.38719
2008-07-28,55.202,55.601,54.603,41.189999,815200,30.973608
2008-07-29,54.63,55.255,54.63,41.52,280200,31.221758
2008-07-30,55.827,56.239,55.242,41.98,431100,31.567663
2008-07-31,55.255,55.654,54.989,41.439999,362900,31.161592
2008-08-01,55.016,55.016,54.244,40.900002,588700,30.755541
2008-08-04,54.324,54.324,53.805,40.52,486700,30.46979
2008-08-05,54.377,55.228,54.377,41.509998,277200,31.214235
2008-08-06,55.335,55.335,54.723,41.529999,278100,31.229279
2008-08-07,54.869,55.308,54.031,40.720001,361200,30.62018
2008-08-08,53.792,54.484,53.353,40.849998,315300,30.717941
2008-08-11,54.524,54.643,54.191,40.880001,207400,30.740498
2008-08-12,54.337,54.391,53.845,40.689999,2245900,30.597622
2008-08-13,53.247,53.393,52.742,39.950001,346800,30.041168
2008-08-14,52.888,53.167,52.609,39.779999,554000,29.913328
2008-08-15,52.768,52.768,52.343,39.5,618700,29.70278
2008-08-18,53.114,53.114,52.13,39.290001,1126500,29.544859
2008-08-19,51.797,51.797,51.199,38.849998,2743000,29.213993
2008-08-20,51.704,52.063,51.518,39.049999,1957500,29.364391
2008-08-21,51.731,52.356,51.731,39.290001,845300,29.544859
2008-08-22,52.196,52.515,52.13,39.459999,693400,29.672703
2008-08-25,52.356,52.462,51.465,38.810001,470300,29.183918
2008-08-26,51.465,52.09,51.425,39,710500,29.326784
2008-08-27,51.957,52.396,51.944,39.400002,343400,29.627583
2008-08-28,52.821,53.101,52.821,39.860001,632500,29.973492
2008-08-29,53.273,53.34,52.795,39.779999,260200,29.913328
2008-09-02,53.486,53.486,51.97,39.18,576300,29.462145
2008-09-03,52.143,52.143,51.585,38.990002,505600,29.319279
2008-09-04,51.305,51.305,49.55,37.259998,1293700,28.018366
2008-09-05,49.43,49.577,48.752,37.23,874500,27.995811
2008-09-08,50.866,51.026,49.789,37.939999,649400,28.529707
2008-09-09,50.095,50.321,48.898,36.860001,551900,27.717583
2008-09-10,49.696,49.696,49.111,37.049999,707700,27.860455
2008-09-11,48.193,49.164,47.967,36.970001,726200,27.800303
2008-09-12,48.805,50.175,48.805,37.73,479000,28.371792
2008-09-15,47.888,48.646,47.741,36.119999,581600,27.161123
2008-09-16,46.717,47.861,46.558,35.93,684200,27.018251
2008-09-17,46.983,47.13,45.547,34.68,781600,26.078289
2008-09-18,46.664,48.233,45.906,36,641900,27.070881
2008-09-19,51.279,53.194,49.35,38.389999,541100,28.868097
2008-09-22,51.026,51.279,49.816,37.799999,765700,28.424437
2008-09-23,50.507,50.507,48.739,36.939999,623100,27.777737
2008-09-24,49.404,49.975,48.845,36.959999,513700,27.792782
2008-09-25,49.404,50.321,49.404,37.700001,549500,28.349236
2008-09-26,49.031,49.736,48.872,37.400002,587400,28.123644
2008-09-29,47.183,47.196,43.592,33.689999,1273600,25.333838
2008-09-30,45.959,46.771,45.614,35.169998,1891300,26.446754
2008-10-01,46.265,46.837,45.64,34.990002,669500,26.311399
2008-10-02,45.733,45.747,44.257,33.490002,875200,25.183447
2008-10-03,44.563,46.039,44.217,33.400002,789100,25.115776
2008-10-06,42.316,42.648,40.028,31.469999,860400,23.664467
2008-10-07,42.515,42.781,39.855,30.07,784500,22.611708
2008-10-08,39.204,40.507,38.406,29.280001,780000,22.017653
2008-10-09,40.095,40.121,36.212,27.6,885900,20.754345
2008-10-10,34.337,36.331,33.366,26.74,1627000,20.107653
2008-10-13,37.994,41.012,37.581,30.84,1478800,23.190727
2008-10-14,42.329,42.635,39.31,30.200001,2294000,22.709469
2008-10-15,39.124,39.337,35.733,26.870001,1289300,20.205412
2008-10-16,36.624,37.595,34.602,28.25,1373900,21.243126
2008-10-17,36.238,38.446,35.866,27.799999,908500,20.904736
2008-10-20,38.02,38.791,37.688,29.17,2216500,21.934937
2008-10-21,37.954,38.26,36.85,27.950001,781500,21.01754
2008-10-22,35.733,35.919,33.392,25.65,1390400,19.288006
2008-10-23,34.257,35.281,33.219,26.17,1260400,19.679031
2008-10-24,31.557,33.685,31.557,24.75,863400,18.611237
2008-10-27,31.85,32.674,31.251,23.629999,1143100,17.769028
2008-10-28,32.953,35.294,31.903,25.41,1025600,19.107533
2008-10-29,34.722,36.823,34.576,26.84,1042000,20.182854
2008-10-30,37.355,37.595,35.946,27.65,1476400,20.791946
2008-10-31,35.959,37.502,35.733,27.940001,1030900,21.010017
2008-11-03,36.916,37.369,36.744,27.93,1182900,21.002504
2008-11-04,38.366,39.789,38.14,29.91,1415000,22.491392
2008-11-05,39.044,39.603,37.635,28.41,1272000,21.36344
2008-11-06,37.275,37.488,34.829,26.35,1070400,19.814383
2008-11-07,36.291,37.182,36.251,27.959999,1358500,21.025053
2008-11-10,37.741,37.807,36.079,27.59,1086100,20.746826
2008-11-11,35.773,35.853,34.696,26.549999,1387400,19.964781
2008-11-12,34.549,34.656,33.392,25.16,994200,18.919544
2008-11-13,33.951,36.092,32.594,27.059999,3193700,20.348286
2008-11-14,34.589,35.573,33.831,25.68,1428800,19.310568
2008-11-17,33.632,34.443,33.206,25.27,808700,19.002258
2008-11-18,33.233,34.031,32.741,25.33,1026500,19.047375
2008-11-19,33.007,33.565,31.358,23.700001,960600,17.821669
2008-11-20,31.291,31.81,29.655,22.49,2025500,16.911783
2008-11-21,31.411,32.142,29.695,23.719999,1832400,17.836704
2008-11-24,32.581,34.443,32.102,25.51,2062200,19.182732
2008-11-25,34.802,35.307,33.459,25.85,1375800,19.438404
2008-11-26,33.446,34.988,33.299,26.18,1994900,19.686548
2008-11-28,34.483,34.815,34.164,26.09,602000,19.618876
2008-12-01,33.512,33.579,31.73,23.940001,5099700,18.00214
2008-12-02,33.047,33.645,32.555,25.25,3496900,18.987215
2008-12-03,32.661,33.924,32.368,25.5,2736400,19.175213
2008-12-04,33.02,33.579,32.275,24.76,2614900,18.618755
2008-12-05,32.435,33.738,31.584,25.26,3314400,18.994741
2008-12-08,34.416,35.188,34.164,26.299999,2440900,19.776785
2008-12-09,34.669,35.427,34.39,26.1,4962300,19.62639
2008-12-10,35.188,36.517,34.922,26.75,2908300,20.115175
2008-12-11,35.613,36.132,35.028,26.950001,2744500,20.265564
2008-12-12,36.012,36.012,34.629,26.879999,3371500,20.212931
2008-12-15,35.879,35.919,35.254,26.92,1903700,20.243011
2008-12-16,37.874,38.007,35.746,28.48,3046400,21.416082
2008-12-17,37.116,38.033,37.009,28.360001,3435800,21.325846
2008-12-18,37.528,37.581,36.039,27.42,3844800,20.618996
2008-12-19,36.291,36.69,35.799,27.09,3848700,20.370842
2008-12-22,36.345,36.424,35.307,27.01,5693600,20.310686
2008-12-23,35.879,36.212,35.281,26.719999,3685200,20.092617
2008-12-24,33.74,33.74,33.162,26.16,2336700,20.36824
2008-12-26,33.907,33.92,33.47,26.24,1375500,20.430525
2008-12-29,34.382,34.382,33.534,26.280001,1950700,20.461668
2008-12-30,34.189,34.857,34.112,27.120001,4274100,21.115696
2008-12-31,34.665,35.551,34.498,27.469999,3225000,21.388206
2009-01-02,35.14,35.744,34.909,27.639999,1257800,21.520573
2009-01-05,35.024,35.32,34.806,27.23,2312300,21.201345
2009-01-06,35.217,35.692,34.909,27.469999,1117200,21.388206
2009-01-07,35.204,35.371,34.6,27.139999,1378600,21.131273
2009-01-08,34.806,35.294,34.588,27.459999,667500,21.380424
2009-01-09,34.947,34.947,34.164,26.629999,1091400,20.73418
2009-01-12,34.023,34.035,33.226,25.98,1049400,20.22809
2009-01-13,32.738,33.034,32.507,25.51,973200,19.862146
2009-01-14,31.929,31.929,31.274,24.389999,1340500,18.99011
2009-01-15,31.569,31.942,30.773,24.67,1572000,19.208122
2009-01-16,32.379,32.494,31.171,24.860001,967600,19.35606
2009-01-20,30.889,30.914,29.54,23,1887500,17.907858
2009-01-21,30.144,30.979,29.784,24.07,1297200,18.740957
2009-01-22,29.938,30.516,29.643,23.549999,1155600,18.336086
2009-01-23,29.091,30.259,29.091,23.33,1275700,18.164795
2009-01-26,30.336,31.03,30.259,23.870001,1169600,18.585238
2009-01-27,31.03,31.338,30.722,24.219999,1706400,18.857748
2009-01-28,32.006,32.314,31.788,25.02,1051300,19.480631
2009-01-29,31.274,31.325,30.58,23.879999,681000,18.593025
2009-01-30,30.979,31.03,30.169,23.620001,1541000,18.390591
2009-02-02,29.219,30.247,29.219,23.450001,927800,18.258226
2009-02-03,30.439,31.133,30.169,24.059999,701200,18.733173
2009-02-04,30.991,31.518,30.657,23.959999,907000,18.655312
2009-02-05,30.555,31.454,30.362,24.25,728900,18.881109
2009-02-06,31.313,32.096,31.261,24.82,787600,19.324909
2009-02-09,31.968,32.147,31.698,24.870001,846500,19.363842
2009-02-10,31.621,31.839,30.234,23.639999,1112200,18.40616
2009-02-11,30.85,30.953,30.259,23.860001,919800,18.577452
2009-02-12,30.105,30.632,29.758,23.82,922800,18.546307
2009-02-13,30.478,30.696,30.234,23.57,885800,18.351665
2009-02-17,28.988,29.091,28.577,22.309999,952000,17.370617
2009-02-18,28.936,28.936,28.32,22.280001,1278500,17.347263
2009-02-19,29.258,29.412,28.487,22.25,1407900,17.323902
2009-02-20,28.127,28.577,27.691,22,1801500,17.129253
2009-02-23,28.41,28.474,27.164,21.17,1590200,16.483017
2009-02-24,27.421,28.397,27.1,21.99,1644900,17.121469
2009-02-25,27.883,28.025,27.164,21.48,1760300,16.724384
2009-02-26,28.012,28.204,27.292,21.299999,1604500,16.58423
2009-02-27,27.511,27.858,27.01,21.24,1506300,16.537512
2009-03-02,26.907,26.907,25.726,20.1,2986900,15.649907
2009-03-03,26.008,26.239,25.392,19.940001,2168000,15.525335
2009-03-04,26.406,26.997,26.111,20.77,1615400,16.171574
2009-03-05,25.944,26.226,25.302,19.93,1215400,15.517549
2009-03-06,26.008,26.175,25.019,19.969999,2955000,15.548686
2009-03-09,24.801,25.379,24.749,19.440001,1779300,15.136029
2009-03-10,25.944,26.689,25.88,20.65,1298000,16.078136
2009-03-11,26.907,27.113,26.432,20.76,834900,16.163792
2009-03-12,26.368,27.37,26.214,21.309999,1062000,16.592016
2009-03-13,27.498,27.562,27.048,21.360001,1008500,16.630947
2009-03-16,27.973,28.397,27.729,21.639999,697500,16.848955
2009-03-17,27.716,28.538,27.575,22.200001,1695500,17.284975
2009-03-18,28.179,29.476,27.896,22.85,1547800,17.791058
2009-03-19,30.002,30.054,29.245,22.84,1372300,17.783279
2009-03-20,29.27,30.452,28.782,22.51,1675900,17.526342
2009-03-23,29.9,30.991,29.733,24.1,860200,18.780174
2009-03-24,30.17,31.889,29.951,23.34,1061000,18.187935
2009-03-25,30.195,30.914,29.849,23.76,969100,18.515221
2009-03-26,30.76,31.068,30.413,24.049999,1434700,18.741211
2009-03-27,30.118,30.144,29.759,23.27,2584900,18.133389
2009-03-30,28.989,28.989,28.476,22.42,999100,17.471014
2009-03-31,29.246,29.887,29.117,23.01,1882800,17.930777
2009-04-01,29.31,30.388,29.284,23.620001,1999500,18.406128
2009-04-02,31.312,32.159,31.312,24.68,1290100,19.232141
2009-04-03,31.607,31.864,31.312,24.799999,7329200,19.325649
2009-04-06,31.209,31.337,30.837,24.360001,6231100,18.98278
2009-04-07,30.747,30.927,30.49,23.860001,1305100,18.593145
2009-04-08,30.85,31.119,30.529,24.059999,971400,18.749002
2009-04-09,31.697,31.697,31.286,24.67,967600,19.224352
2009-04-13,31.62,32.313,31.466,24.92,900800,19.419165
2009-04-14,31.787,32.12,31.645,24.74,1233400,19.278898
2009-04-15,31.568,32.21,31.479,25.030001,2630400,19.504885
2009-04-16,32.287,32.518,31.953,25.18,543600,19.621773
2009-04-17,32.415,32.467,32.095,25.17,557500,19.613977
