"Date","SHYG.Open","SHYG.High","SHYG.Low","SHYG.Close","SHYG.Volume","SHYG.Adjusted"
2016-08-05,48.84,48.924,48.777,46.619999,246200,44.491474
2016-08-08,48.861,48.966,48.84,46.73,168000,44.596455
2016-08-09,49.374,49.374,48.903,46.75,656400,44.615551
2016-08-10,48.955,49.102,48.955,46.779999,124000,44.644173
2016-08-11,49.008,49.123,48.903,46.82,101000,44.682343
2016-08-12,49.049,49.144,48.987,46.880001,154800,44.739613
2016-08-15,49.175,49.217,49.133,46.939999,201400,44.796867
2016-08-16,49.175,49.196,49.102,46.93,176800,44.787327
2016-08-17,49.228,49.259,49.144,47,113600,44.85413
2016-08-18,49.28,49.343,49.259,47.080002,113700,44.930481
2016-08-19,49.269,49.385,49.207,46.990002,72100,44.844589
2016-08-22,49.269,49.269,49.165,47,102900,44.85413
2016-08-23,49.228,49.395,49.228,47.049999,144200,44.901852
2016-08-24,49.364,49.364,49.238,47.009998,180200,44.863674
2016-08-25,49.322,49.322,49.249,47.060001,164800,44.911388
2016-08-26,49.343,49.395,49.228,47.049999,116800,44.901852
2016-08-29,49.207,49.458,49.207,47.18,101000,45.025913
2016-08-30,49.374,49.458,49.374,47.169998,117500,45.016361
2016-08-31,49.427,49.448,49.332,47.119999,94700,44.968651
2016-09-01,48.922,49.005,48.817,46.900002,179400,44.980965
2016-09-02,49.026,49.068,48.974,47.040001,123100,45.115234
2016-09-06,49.036,49.078,48.974,47.049999,147700,45.124821
2016-09-07,49.078,49.089,49.005,47.029999,160900,45.105648
2016-09-08,49.078,49.078,48.995,47.02,245300,45.096054
2016-09-09,48.984,48.984,48.692,46.700001,646900,44.789154
2016-09-12,48.713,48.89,48.661,46.830002,611500,44.91383
2016-09-13,48.755,48.765,48.578,46.630001,477400,44.722008
2016-09-14,48.651,48.724,48.557,46.59,129600,44.683651
2016-09-15,48.526,48.786,48.526,46.740002,662800,44.827507
2016-09-16,48.734,48.745,48.64,46.75,210700,44.837101
2016-09-19,48.745,48.849,48.745,46.810001,140100,44.894646
2016-09-20,48.859,48.859,48.776,46.810001,162800,44.894646
2016-09-21,48.901,49.036,48.828,47.029999,374400,45.105648
2016-09-22,49.109,49.203,49.078,47.130001,109300,45.201553
2016-09-23,49.162,49.172,49.089,47.099998,231400,45.172783
2016-09-26,49.099,49.12,48.995,47,207400,45.07687
2016-09-27,49.026,49.078,48.943,47.07,130500,45.144005
2016-09-28,49.141,49.276,49.078,47.240002,276900,45.30706
2016-09-29,49.297,49.318,49.109,47.150002,205100,45.220734
2016-09-30,49.12,49.318,49.12,47.279999,370800,45.345413
2016-10-03,48.724,48.869,48.724,47.099998,193900,45.394684
2016-10-04,48.776,48.88,48.776,47.080002,339600,45.375408
2016-10-05,48.817,48.942,48.817,47.150002,183600,45.442875
2016-10-06,48.849,48.973,48.849,47.169998,197300,45.462147
2016-10-07,48.932,49.046,48.88,47.25,136600,45.539249
2016-10-10,49.067,49.15,49.067,47.34,130200,45.625992
2016-10-11,49.056,49.056,48.911,47.209999,114000,45.500694
2016-10-12,48.921,49.025,48.921,47.240002,146100,45.529613
2016-10-13,48.942,48.994,48.911,47.150002,364000,45.442875
2016-10-14,49.056,49.056,48.932,47.189999,191900,45.481419
2016-10-17,48.942,49.004,48.911,47.169998,175200,45.462147
2016-10-18,49.035,49.056,48.994,47.259998,362200,45.548885
2016-10-19,49.098,49.129,49.056,47.330002,337800,45.616356
2016-10-20,49.118,49.16,49.077,47.369999,210500,45.654896
2016-10-21,49.087,49.16,49.087,47.380001,109300,45.664543
2016-10-24,49.17,49.212,49.15,47.43,177800,45.712734
2016-10-25,49.191,49.222,49.087,47.389999,123300,45.674179
2016-10-26,49.139,49.181,49.067,47.310001,226200,45.597076
2016-10-27,49.108,49.16,48.973,47.209999,287500,45.500694
2016-10-28,49.067,49.067,48.869,47.139999,309600,45.433231
2016-10-31,48.89,48.89,48.734,47,449300,45.298302
2016-11-01,48.324,48.324,48.066,46.599998,263200,45.130127
2016-11-02,48.107,48.159,48.025,46.52,172700,45.052654
2016-11-03,48.097,48.138,48.025,46.509998,134500,45.042965
2016-11-04,48.014,48.097,47.994,46.48,255800,45.013916
2016-11-07,48.149,48.407,48.149,46.880001,204300,45.401299
2016-11-08,48.273,48.386,48.242,46.82,326400,45.343189
2016-11-09,48.014,48.397,48.014,46.599998,772700,45.130127
2016-11-10,48.087,48.159,47.746,46.240002,693900,44.781487
2016-11-11,47.756,47.756,47.374,45.93,295700,44.481266
2016-11-14,47.395,47.725,47.333,46.189999,334500,44.733063
2016-11-15,47.849,48.169,47.798,46.599998,196800,45.130127
2016-11-16,48.004,48.056,47.973,46.48,320600,45.013916
2016-11-17,48.066,48.097,48.014,46.52,346900,45.052654
2016-11-18,48.107,48.138,47.984,46.610001,2822700,45.139816
2016-11-21,48.19,48.242,48.128,46.720001,270800,45.246349
2016-11-22,48.283,48.5,48.262,46.970001,322400,45.488457
2016-11-23,48.231,48.366,48.211,46.84,137200,45.36256
2016-11-25,48.345,48.438,48.283,46.91,210300,45.430355
2016-11-28,48.386,48.469,48.335,46.91,191800,45.430355
2016-11-29,48.407,48.407,48.324,46.84,280000,45.36256
2016-11-30,48.458,48.479,48.324,46.939999,1792900,45.4594
2016-12-01,48.048,48.048,47.894,46.610001,456600,45.36021
2016-12-02,47.894,48.089,47.894,46.779999,880900,45.52565
2016-12-05,48.12,48.172,48.089,46.880001,324600,45.622974
2016-12-06,48.182,48.346,48.151,47.040001,271000,45.778687
2016-12-07,48.336,48.583,48.336,47.25,536000,45.983051
2016-12-08,48.459,48.48,48.377,47.16,711900,45.895462
2016-12-09,48.459,48.542,48.408,47.209999,316200,45.944122
2016-12-12,48.5,48.572,48.47,47.200001,365500,45.934391
2016-12-13,48.583,48.624,48.552,47.299999,392700,46.031712
2016-12-14,48.583,48.665,48.336,47.07,1210800,45.807877
2016-12-15,48.398,48.459,48.316,47.110001,367900,45.846809
2016-12-16,48.511,48.531,48.449,47.169998,286000,45.905193
2016-12-19,48.5,48.552,48.459,47.169998,331200,45.905193
2016-12-20,48.552,48.583,48.459,47.240002,688300,45.973316
2016-12-21,48.614,48.614,48.542,47.290001,370200,46.021976
2016-12-22,48.396,48.396,48.222,47.259998,532000,46.150818
2016-12-23,48.437,48.457,48.355,47.32,319500,46.209412
2016-12-27,48.519,48.549,48.396,47.369999,411600,46.258236
2016-12-28,48.57,48.611,48.457,47.34,369000,46.228947
2016-12-29,48.58,48.58,48.478,47.369999,303000,46.258236
2016-12-30,48.539,48.539,48.447,47.34,173900,46.228947
2017-01-03,48.611,48.611,48.539,47.450001,350200,46.336365
2017-01-04,48.652,48.744,48.611,47.599998,301100,46.482838
2017-01-05,48.734,48.795,48.662,47.560001,272500,46.443779
2017-01-06,48.744,48.764,48.672,47.59,307800,46.473076
2017-01-09,48.795,48.795,48.693,47.580002,462900,46.463314
2017-01-10,48.764,48.805,48.724,47.580002,309600,46.463314
2017-01-11,48.775,48.775,48.693,47.580002,460900,46.463314
2017-01-12,48.775,48.795,48.703,47.560001,425400,46.443779
2017-01-13,48.754,48.785,48.693,47.59,295900,46.473076
2017-01-17,48.764,48.785,48.693,47.560001,393200,46.443779
2017-01-18,48.724,48.754,48.693,47.599998,356900,46.482838
2017-01-19,48.734,48.744,48.631,47.490002,490300,46.37542
2017-01-20,48.703,48.734,48.621,47.560001,322000,46.443779
2017-01-23,48.734,48.744,48.672,47.599998,371500,46.482838
2017-01-24,48.642,48.785,48.642,47.639999,309000,46.5219
2017-01-25,48.816,48.887,48.805,47.740002,1057500,46.619553
2017-01-26,48.795,48.867,48.795,47.700001,399300,46.580494
2017-01-27,48.857,48.877,48.805,47.73,322300,46.609787
2017-01-30,48.877,48.877,48.764,47.700001,547200,46.580494
2017-01-31,48.846,48.857,48.785,47.709999,578200,46.590252
2017-02-01,48.386,48.488,48.366,47.580002,647900,46.688839
2017-02-02,48.427,48.549,48.427,47.639999,464400,46.747711
2017-02-03,48.59,48.621,48.549,47.689999,873100,46.796776
2017-02-06,48.641,48.682,48.59,47.689999,422300,46.796776
2017-02-07,48.651,48.651,48.529,47.669998,266400,46.777149
2017-02-08,48.6,48.61,48.539,47.650002,697100,46.757526
2017-02-09,48.61,48.61,48.56,47.66,699000,46.767338
2017-02-10,48.57,48.59,48.56,47.669998,317500,46.777149
2017-02-13,48.61,48.641,48.6,47.689999,1592100,46.796776
2017-02-14,48.621,48.641,48.519,47.73,381600,46.836025
2017-02-15,48.661,48.692,48.59,47.740002,375800,46.84584
2017-02-16,48.651,48.661,48.6,47.740002,325300,46.84584
2017-02-17,48.61,48.682,48.58,47.75,614700,46.855652
2017-02-21,48.712,48.784,48.672,47.869999,213100,46.973404
2017-02-22,48.804,48.865,48.774,47.91,525600,47.012657
2017-02-23,48.896,48.957,48.794,47.950001,307200,47.05191
2017-02-24,48.804,48.896,48.804,47.98,304600,47.081348
2017-02-27,48.916,48.937,48.896,48.02,310300,47.120594
2017-02-28,48.947,48.947,48.855,48,580700,47.100967
2017-03-01,48.571,48.581,48.49,47.900002,402100,47.228161
2017-03-02,48.581,48.592,48.51,47.860001,292200,47.188725
2017-03-03,48.551,48.673,48.439,47.82,742400,47.149284
2017-03-06,48.5,48.521,48.419,47.759998,327900,47.090126
2017-03-07,48.379,48.379,48.206,47.540001,271000,46.873207
2017-03-08,48.226,48.247,48.034,47.360001,290300,46.695736
2017-03-09,47.973,48.044,47.892,47.259998,329900,46.597137
2017-03-10,48.084,48.105,47.831,47.23,614600,46.567558
2017-03-13,47.983,48.003,47.861,47.23,446400,46.567558
2017-03-14,47.831,47.861,47.78,47.150002,295800,46.488682
2017-03-15,47.892,48.277,47.871,47.599998,418200,46.932365
2017-03-16,48.358,48.358,48.115,47.5,295500,46.833771
2017-03-17,48.216,48.216,48.135,47.48,293100,46.814049
2017-03-20,48.125,48.145,48.054,47.389999,293700,46.725311
2017-03-21,48.105,48.166,47.861,47.189999,352600,46.528114
2017-03-22,47.912,47.953,47.821,47.25,385400,46.587276
2017-03-23,48.013,48.024,47.882,47.259998,325800,46.597137
2017-03-24,48.003,48.074,47.963,47.380001,388600,46.715458
2017-03-27,48.013,48.064,47.892,47.389999,373500,46.725311
2017-03-28,48.105,48.247,48.105,47.57,322600,46.90279
2017-03-29,48.237,48.338,48.237,47.650002,390100,46.981667
2017-03-30,48.399,48.45,48.358,47.77,265300,47.099987
2017-03-31,48.439,48.48,48.389,47.779999,290900,47.10984
2017-04-03,48.049,48.069,47.907,47.549999,274900,47.105877
2017-04-04,48.049,48.049,47.938,47.529999,323800,47.086067
2017-04-05,48.119,48.119,47.938,47.509998,250900,47.06625
2017-04-06,48.029,48.049,47.968,47.599998,209600,47.155411
2017-04-07,48.099,48.109,48.029,47.59,257800,47.145504
2017-04-10,48.099,48.099,48.049,47.639999,302700,47.195038
2017-04-11,48.13,48.13,47.988,47.57,491600,47.125694
2017-04-12,48.018,48.059,47.938,47.599998,244900,47.155411
2017-04-13,48.059,48.099,47.958,47.509998,271900,47.06625
2017-04-17,48.049,48.099,48.039,47.630001,607700,47.185131
2017-04-18,48.109,48.109,48.008,47.639999,305800,47.195038
2017-04-19,48.14,48.19,48.049,47.630001,245600,47.185131
2017-04-20,48.079,48.19,48.079,47.709999,185000,47.264385
2017-04-21,48.15,48.2,48.099,47.720001,511500,47.274292
2017-04-24,48.271,48.321,48.261,47.869999,343200,47.42289
2017-04-25,48.342,48.392,48.342,47.93,262600,47.48233
2017-04-26,48.362,48.402,48.342,47.900002,290400,47.45261
2017-04-27,48.372,48.372,48.321,47.889999,850500,47.442703
2017-04-28,48.372,48.402,48.331,47.889999,329500,47.442703
2017-05-01,47.955,48.015,47.884,47.700001,270500,47.476547
2017-05-02,47.945,48.015,47.914,47.700001,371100,47.476547
2017-05-03,47.935,47.975,47.935,47.740002,485700,47.516361
2017-05-04,47.965,47.975,47.824,47.619999,984100,47.396919
2017-05-05,47.894,47.894,47.824,47.650002,309700,47.426781
2017-05-08,47.914,47.914,47.844,47.66,393300,47.436733
2017-05-09,47.935,47.965,47.844,47.650002,461100,47.426781
2017-05-10,47.935,48.015,47.904,47.779999,424500,47.556171
2017-05-11,48.035,48.035,47.945,47.759998,490800,47.536263
2017-05-12,47.975,47.985,47.945,47.75,513000,47.526314
2017-05-15,48.055,48.085,48.005,47.830002,488100,47.605938
2017-05-16,48.085,48.125,48.065,47.869999,421400,47.645748
2017-05-17,48.035,48.105,47.904,47.700001,620800,47.476547
2017-05-18,47.884,48.045,47.874,47.77,480000,47.546219
2017-05-19,48.055,48.105,48.025,47.810001,416200,47.586033
2017-05-22,48.115,48.135,48.105,47.91,433200,47.685562
2017-05-23,48.146,48.166,48.115,47.919998,547300,47.695515
2017-05-24,48.196,48.206,48.156,47.98,507200,47.755234
2017-05-25,48.226,48.296,48.216,48.009998,289900,47.785091
2017-05-26,48.226,48.236,48.196,48,280300,47.775139
2017-05-30,48.226,48.256,48.206,48.029999,290500,47.805
2017-05-31,48.276,48.276,48.186,48.029999,428800,47.805
2017-06-01,47.83,47.88,47.82,47.880001,393200,47.880001
2017-06-02,47.88,47.92,47.86,47.900002,456800,47.900002
2017-06-05,47.91,47.91,47.85,47.869999,331700,47.869999
2017-06-06,47.85,47.86,47.82,47.849998,422900,47.849998
2017-06-07,47.88,47.96,47.73,47.77,1322800,47.77
2017-06-08,47.76,47.8,47.72,47.790001,551600,47.790001
2017-06-09,47.81,47.87,47.77,47.810001,500700,47.810001
2017-06-12,47.82,47.86,47.77,47.779999,2540600,47.779999
2017-06-13,47.83,47.88,47.81,47.880001,339600,47.880001
2017-06-14,47.9,47.93,47.82,47.869999,384100,47.869999
2017-06-15,47.83,47.84,47.76,47.790001,446500,47.790001
2017-06-16,47.82,47.82,47.74,47.75,378800,47.75
2017-06-19,47.81,47.84,47.79,47.830002,380900,47.830002
2017-06-20,47.77,47.8,47.73,47.740002,638000,47.740002
2017-06-21,47.79,47.79,47.53,47.529999,431000,47.529999
2017-06-22,47.55,47.67,47.55,47.59,359100,47.59
2017-06-23,47.7,47.74,47.63,47.73,290700,47.73
2017-06-26,47.75,47.81,47.75,47.810001,284800,47.810001
2017-06-27,47.81,47.81,47.68,47.689999,499200,47.689999
2017-06-28,47.78,47.85,47.75,47.84,485800,47.84
2017-06-29,47.85,47.9,47.7,47.779999,1124200,47.779999
2017-06-30,NA,NA,NA,NA,NA,NA
2017-07-03,47.72,47.75,47.66,47.669998,249000,47.669998
2017-07-07,47.47,47.53,47.42,47.48,387551,47.48
